Star HIP,Magnitude,RA (degrees),Dec (degrees),Distance (AU),Color
52736.0,4.87,161.71311665425614,-64.38341017580052,28411130.333728954,-0.149
52943.0,3.11,162.40686619514156,-16.192279446802303,8762311.226002574,1.232
53229.0,3.79,163.3287069597656,34.21290357914358,6175593.005683928,1.04
53253.0,3.78,163.374627761626,-58.85290497940965,6118801.724610993,0.945
53295.0,4.66,163.49518004726968,43.1897879808902,16879280.378435105,-0.039
53417.0,4.3,163.90272964444782,24.749615911501152,18269690.54223384,0.016
53502.0,4.6,164.18002656636955,-37.13862184523455,12577122.330721822,1.006
53740.0,4.08,164.94025310271428,-18.29789532245496,11024308.21891077,1.079
53773.0,4.37,165.03881340592287,-42.22582770983268,12899612.643622506,0.116
53807.0,4.84,165.1403104610108,3.617382340867153,21621048.86808454,1.144
53824.0,4.98,165.18632367324457,6.10129640590744,9544877.65622376,0.166
53907.0,4.73,165.45704297181575,-2.484833186885293,32533881.10699585,1.593
53910.0,2.34,165.46133438394037,56.38265890849402,5022274.31724002,0.033
53954.0,4.42,165.5823262968906,20.18011412174225,7821949.417548986,0.053
54061.0,1.81,165.92996973936522,61.75079075862899,7818984.316729195,1.061
54182.0,4.62,166.25189208746272,7.335681315018147,5971766.253823723,0.332
54204.0,4.92,166.331471215752,-27.293659602805096,8975840.131584138,0.369
54301.0,4.62,166.63456897009178,-62.424047462589535,23386032.450917836,0.988
54463.0,3.93,167.1473909623956,-58.97502252521302,375026920.4453149,1.225
54539.0,3.0,167.41526715475823,44.49829852315457,9287024.14236224,1.144
54682.0,4.46,167.91457392150957,-22.826528547786832,16824209.315345194,0.025
54751.0,4.59,168.1499674157993,-60.317609010810095,793326177.8698515,0.541
54872.0,2.56,168.52814140345663,20.52281974599152,3649412.705197039,0.128
54879.0,3.33,168.55960048446778,15.429024278193465,11234466.567903545,-0.003
54951.0,4.56,168.80078785398533,23.095437033273964,420948584.1766776,1.657
55084.0,4.45,169.16467489418716,-3.6518469947847065,12358586.350528762,0.21
55219.0,3.49,169.6195181635615,33.09449490304284,26649199.770354345,1.4
55266.0,4.76,169.7824206926066,38.1850883645369,11574904.950046817,0.113
55282.0,3.56,169.8343127097454,-14.777120292851494,12314316.794604603,1.112
55425.0,3.9,170.2512765733877,-54.49103443795739,20321655.78368694,-0.157
55434.0,4.05,170.2835083844861,6.029233467258409,13534436.10165983,-0.058
55560.0,4.99,170.7062511186569,43.48260773191827,31110830.502563693,0.998
55588.0,5.0,170.80262050694694,-36.16477368621093,54280212.16532639,1.464
55642.0,4.0,170.98203592598213,10.52897352570444,4999147.021400562,0.423
55687.0,4.81,171.15229362615602,-10.859155066243572,23046347.061258845,1.556
55705.0,4.06,171.21981546005193,-17.68398750511351,5302437.173403015,0.216
55945.0,4.95,171.98445266085486,2.856193808575549,39288534.51787476,1.0
56127.0,4.77,172.57885859304602,-3.003618420158476,38197186.336588,1.529
56211.0,3.82,172.85011697850308,69.3309467111499,21133689.16472928,1.613
56280.0,4.93,173.06818923293332,-29.26002933919666,5509209.564272601,0.54
56343.0,3.54,173.24878774686294,-31.85791128563108,8175378.764364405,0.947
56480.0,4.62,173.68958103375607,-54.263976776353886,29298978.15666664,-0.077
56561.0,3.11,173.9448401172711,-63.01988883938303,25912664.09768957,-0.044
56633.0,4.7,174.17005835880573,-9.802227427015712,19277084.69082312,-0.073
56647.0,4.3,174.23721981791496,-0.8234499526028093,11265145.065221105,0.983
56922.0,4.7,175.05291946504784,-34.74467243084823,31299667.103800707,-0.07
56986.0,4.93,175.22325441228804,-62.09009396180612,46144251.95274789,1.111
57175.0,5.0,175.87988132350864,-62.489387949577655,162413233.26127815,0.784
57283.0,4.71,176.19092852114883,-18.35084329390244,22155188.63507856,0.958
57328.0,4.84,176.32141447376426,8.257962528699656,7558255.994914062,0.174
57363.0,3.63,176.39999775817014,-66.7285343130274,8114272.4696516,0.16
57380.0,4.04,176.46469321560252,6.528138183416477,19795086.974620823,1.501
57399.0,3.69,176.51114190884647,47.77960110944724,12395721.529671688,1.181
57439.0,4.11,176.62811559778615,-61.17851016000258,27465353.690594006,0.895
57443.0,4.89,176.61561235441823,-40.497577838664974,1905800.7249559527,0.664
57565.0,4.5,176.995333411699,20.218903611285796,14323944.877110751,0.547
57581.0,4.75,177.0611001391525,-66.81502212613181,27319841.883560885,1.522
57632.0,2.14,177.2613600159267,14.571277748391967,2287764.0468366863,0.09
57669.0,4.3,177.42082228638333,-63.78844773804244,29051381.157515638,-0.149
57696.0,4.98,177.4857366914623,-70.22580404830383,92082502.78534035,1.36
57757.0,3.59,177.67892610117104,1.7628527337487243,2248362.84479796,0.518
57803.0,4.47,177.78550881828767,-45.17352974382495,29340655.223735545,1.283
57851.0,4.89,177.96287398778392,-65.20595543364384,21396764.129785683,-0.123
57936.0,4.29,178.22668788839732,-33.908107802477225,23097962.62062377,-0.1
58001.0,2.41,178.45894947987185,53.6948368985945,5290197.645212615,0.044
58484.0,4.88,179.90516632226516,-78.22189727670303,23046347.06436152,-0.054
58590.0,4.65,180.2182905364028,6.61411808268938,22517991.942513835,0.122
58758.0,4.32,180.75391825082016,-63.31288815116962,14535927.1493357,0.28
58867.0,4.72,181.07980275631596,-63.16571103864302,47636213.90971026,-0.081
58948.0,4.12,181.30071501369343,8.733381078062864,10810524.437720498,0.967
59072.0,4.14,181.72096418763908,-64.61398803605559,4061130.262619163,0.353
59173.0,4.46,182.02140094218683,-50.6613460898182,23763226.5211844,-0.163
59196.0,2.58,182.0890661549411,-50.72246975929491,25001794.69200477,-0.128
59199.0,4.02,182.10416269217723,-24.729146063209747,3046297.531137696,0.334
59316.0,3.02,182.5306364752379,-22.61969390393294,19187423.831617992,1.326
59449.0,3.97,182.9124879683681,-52.36858678745568,21643736.22271181,-0.156
59747.0,2.79,183.78582915214463,-58.74900159018425,23020625.692841303,-0.193
59774.0,3.32,183.8578094357071,57.03267068049081,5150182.426651631,0.077
59803.0,2.58,183.9503914077346,-17.541776017830347,10427947.734241651,-0.107
59847.0,4.93,184.0853731872244,23.945368320218343,15721402.909943048,0.957
59856.0,4.99,184.1251189411501,33.060757252113945,19367587.440350037,1.14
59929.0,4.06,184.3885809946869,-67.96091699876996,19098593.18067551,1.603
60000.0,4.24,184.585355402458,-79.31215729992982,17117411.30433216,-0.123
60009.0,4.06,184.6088481135572,-64.00314218644634,22842171.23042878,-0.168
60129.0,3.89,184.97608038919,-0.6669623959744495,15793629.8752363,0.026
60172.0,4.97,185.08539597166205,3.3121418269697958,18045914.82219037,1.172
60202.0,4.72,185.17848257985875,17.793476901519796,22816903.346024737,1.01
60260.0,3.59,185.3376565061344,-60.400515130511806,14424112.327414667,1.389
60351.0,4.78,185.62621861482657,25.84609941200513,17289589.78909967,0.515
60485.0,4.76,186.00637314452197,51.56233463954031,24851181.472739723,0.877
60697.0,4.92,186.60015225316397,27.26816593389503,17304094.478612266,0.277
60710.0,4.82,186.6319871125825,-51.45070301392774,25277549.780030783,-0.141
60718.0,0.77,186.6490281171618,-63.09919299119603,20281691.858903125,-0.243
60742.0,4.35,186.73381671092807,28.26786585538114,10754160.906362904,1.128
60746.0,4.98,186.74697953258,26.8256356946056,17842976.313682318,0.088
60823.0,3.91,187.0095754805704,-50.23072032932926,28025109.539278954,-0.192
60965.0,2.94,187.4645577838376,-16.516390674462304,5558200.112087092,-0.012
61084.0,1.59,187.79185097810137,-57.115029854161,5561197.256686409,1.6
61174.0,4.3,188.01457278318944,-16.196409250470012,3755732.08957538,0.388
61199.0,3.84,188.11559399558652,-72.13302394409763,20483098.92921902,-0.157
61281.0,3.85,188.36944388699752,69.78831623189897,31490810.11467463,-0.116
61317.0,4.24,188.4291412284708,41.35949446636233,1726643.2893458311,0.588
61359.0,2.65,188.59681733980247,-23.39714435867944,8837395.291032169,0.893
61384.0,4.95,188.68277695321,70.021760529849,34550218.801458515,1.312
61394.0,4.8,188.71241172938528,22.629455198272726,23072125.973928988,0.012
61585.0,2.69,189.29513998325027,-69.1356493953301,19331284.555686664,-0.176
61622.0,3.85,189.4237421316817,-48.54134820007199,8327202.511011422,0.049
61740.0,4.66,189.8109919098204,-7.995733941575574,20143047.479691718,1.24
61789.0,4.63,189.96849560936548,-39.98747404763781,22444483.80792428,-0.082
61932.0,2.2,190.37736559634865,-48.959896699253385,8247293.330541361,-0.023
61941.0,2.74,190.41093332187637,-1.4489575990323391,2440137.3086170303,0.368
61960.0,4.88,190.47164632299973,10.235009733302306,7611247.45788284,0.076
61966.0,4.91,190.48536446124336,-59.685844086057166,65480890.86768636,-0.044
62012.0,4.66,190.64642883340213,-48.81331755106201,11915933.344295394,1.075
62268.0,4.69,191.410143345566,-60.98176435807071,7881727.404130215,1.049
62322.0,3.04,191.56928147456009,-68.10819013063968,19681756.31759056,-0.178
62327.0,4.62,191.5942312803917,-56.48891577424881,25032136.67564469,-0.15
62434.0,1.25,191.92960560207388,-59.68885180889001,22298897.96840928,-0.238
62683.0,4.9,192.67128551598245,-33.999400817880726,24584601.453255437,-0.031
62763.0,4.93,192.92459951605244,27.54065184068312,19422298.13450921,0.681
62867.0,4.33,193.27794685275387,-48.94348902147236,19151792.59072564,1.344
62886.0,4.89,193.32362085301077,21.24472271059305,20503459.86021596,0.904
62896.0,4.25,193.3597900444009,-40.179021796801166,9808122.022092316,0.224
62956.0,1.76,193.50866222391272,55.959759386850486,5118233.403835028,-0.022
62985.0,4.77,193.5880531629033,-9.539130037808553,26376573.68181032,1.59
63003.0,4.03,193.6480504141643,-57.17801730494312,23873241.45888004,-0.18
63007.0,4.62,193.6628114682581,-59.14680269618267,22766534.90118483,-0.153
63090.0,3.39,193.89761740083205,3.397107023532571,12803526.179142283,1.571
63125.0,2.89,194.00490089608368,38.31875798027038,6968405.6171296,-0.115
63355.0,4.76,194.73073069782856,17.409685982123378,18906031.73096217,1.568
63462.0,4.88,195.0684554674912,30.784977375034945,56822260.66914377,1.165
63503.0,4.93,195.1834284071264,56.36635625807903,5148896.809117811,0.368
63608.0,2.85,195.54222761134253,10.959287678224602,6465981.386747295,0.934
63613.0,3.61,195.5734920708086,-71.54901526388309,5743937.797262289,1.19
63724.0,4.83,195.88828161453188,-49.52734091709762,13778544.16594662,0.029
63945.0,4.71,196.56929271486797,-48.46339024142603,26175736.827713877,-0.148
64004.0,4.27,196.72738340669616,-49.90633157723947,26043536.136654247,-0.182
64022.0,4.8,196.79496560096425,27.62427178336205,19187423.83269452,1.482
64166.0,4.94,197.26347703305348,-23.11834417482404,14587327.167494267,1.048
64238.0,4.38,197.4872220618981,-5.539235195277108,26242341.755073275,-0.008
64241.0,4.32,197.49376916097305,17.53032348875944,2954659.8822722067,0.455
64394.0,4.23,197.96206544036792,27.8842544243644,1888353.103489107,0.572
64408.0,4.85,198.0099392505421,-37.80269841281056,4224141.026402195,0.693
64425.0,4.58,198.07292530530177,-59.92069905438952,21896476.24226751,-0.073
64540.0,4.94,198.42845391044315,40.15299195445038,33055257.4081207,1.061
64583.0,4.9,198.55975832827272,-59.10429860016731,3717152.751744374,0.489
64661.0,4.79,198.8115775214959,-67.89466226346586,25654826.64386172,-0.078
64820.0,4.86,199.3039518720533,-66.78348165182791,75005384.08571076,1.48
64844.0,4.72,199.38444790009743,40.57273450555197,18109289.397649374,0.306
64852.0,4.78,199.4011284211776,5.469938111516828,34206435.523069575,1.638
64924.0,4.74,199.59355884515523,-18.318512832786794,1758438.2912221912,0.709
64962.0,2.99,199.73091507860352,-23.17179496515108,8354184.126392929,0.92
65109.0,2.75,200.1463162252951,-36.712900057572334,3707131.67144777,0.068
65271.0,4.52,200.65756759708947,-60.98849749293993,22420087.63096365,-0.141
65378.0,2.23,200.9828798282405,54.925210429767006,4942842.227796301,0.057
65387.0,4.52,201.00247739900075,-64.53581212148679,16254121.843285324,0.822
65474.0,0.98,201.29794904446575,-11.161540276171154,16580772.199352726,-0.235
65477.0,3.99,201.3078508960081,54.98784121249776,5132242.004713439,0.169
65639.0,4.76,201.86230946672296,-15.97342958612441,16331338.57424319,1.096
65721.0,4.97,202.1058761381116,13.774824196129474,3735327.905142163,0.714
65936.0,3.9,202.7609300604068,-39.40738455593445,79332617.7809123,1.186
66006.0,4.68,202.9904697487637,-6.256114647660335,27319841.88397208,1.606
66200.0,4.92,203.5333480892398,3.6588013807968,11594424.177770585,0.029
66234.0,4.68,203.61223530615516,49.01616104470043,12048177.934041183,0.132
66249.0,3.38,203.67138172263697,-0.5954861566641972,4629961.978227914,0.114
66257.0,4.91,203.69993255685023,37.18234742337083,9183651.20902608,0.404
66458.0,4.82,204.364309098878,36.29506071831361,12126090.898670845,0.239
66657.0,2.29,204.97174131097916,-53.46648176109573,23763226.520481445,-0.171
66738.0,4.63,205.1842439388157,54.68155566070224,34724714.853615366,1.63
66821.0,4.99,205.43602752488636,-54.5595942547371,17117411.301672664,-0.055
67153.0,4.23,206.41806543178845,-33.044726656450955,3973508.120026067,0.39
67234.0,4.64,206.6641893973088,-51.43295818629657,16266940.549959548,0.955
67275.0,4.5,206.81213218864508,17.457278722059407,3216855.9958138578,0.508
67301.0,1.85,206.88387775624705,49.31315808398784,6368163.203706332,-0.099
67457.0,4.19,207.3609827687225,-34.45118767962469,11216139.539415894,1.52
67459.0,4.05,207.36866849571257,15.798185266667785,15520301.44352811,1.52
67464.0,3.41,207.37591497764643,-41.68784942939299,30023989.25818293,-0.225
67472.0,3.47,207.4038983369999,-42.47386398072898,33322262.71538172,-0.17
67480.0,4.92,207.4286270820055,21.264222479329867,23280452.16611335,1.432
67494.0,4.96,207.4671289310465,-18.134427213969325,15301543.484708302,1.059
67627.0,4.58,207.8581049169076,64.72324047261917,24761681.42046723,1.572
67665.0,4.76,207.94764183285187,34.44402154345032,38197186.33744485,1.611
67669.0,4.32,207.9563750793385,-32.99429682384871,18819781.585177485,-0.146
67786.0,4.75,208.30213618112288,-31.927686219566542,42354169.65345375,-0.111
67927.0,2.68,208.67071956079025,18.39525404827731,2339398.956745629,0.58
68002.0,2.55,208.88436122310725,-47.28868291494292,24323679.977304365,-0.176
68191.0,4.71,209.41138735704163,-63.68692166055299,13213632.682830812,1.075
68245.0,3.83,209.56755568721496,-42.1008897668376,29424366.07738206,-0.224
68282.0,3.87,209.6695137399568,-44.80373331556247,26410346.50439892,-0.208
68520.0,4.23,210.41175860254347,1.5443860418836066,13806211.92343362,0.121
68523.0,4.34,210.431268236991,-45.60356482414248,28333077.774869327,0.598
68702.0,0.61,210.95537949934547,-60.37321168605802,33214944.640859112,-0.231
68756.0,3.67,211.09639177783836,64.37596876479715,19532652.105811723,-0.049
68862.0,4.36,211.51130637196783,-41.179781705807294,28216799.753788725,-0.198
68895.0,3.25,211.59323583430032,-26.683329706621556,6411712.964359379,1.091
68933.0,2.06,211.6661824248818,-36.37351637574749,3853976.220683001,1.011
69112.0,4.8,212.21122692066783,77.5477439505112,31635706.480418853,1.368
69191.0,4.74,212.47673299025877,-53.43956865972652,11503893.263860108,0.938
69226.0,4.82,212.59954860227776,25.091263788218804,7563799.269855092,0.541
69269.0,4.93,212.7103849287666,-16.302104807189924,34263256.843959175,1.684
69389.0,4.99,213.06554383938217,2.409253178018684,16567454.310070155,-0.118
69427.0,4.18,213.2239969413794,-10.272733418449755,14137409.60846399,1.323
69483.0,4.53,213.3715484620878,51.78989230368611,9808122.024986465,0.233
69673.0,-0.05,213.90733789496576,19.168657818512287,2321494.876670423,1.239
69701.0,4.07,214.003445305431,-6.003434399623179,4413025.3822472105,0.511
69713.0,4.75,214.03972002562912,51.367846413188445,6149815.331342487,0.236
69732.0,4.18,214.09405262331117,46.08939916040373,6142489.763951096,0.087
69879.0,4.8,214.49928999344823,35.50960287163579,14098756.402650513,1.057
69896.0,4.89,214.55702225785035,-81.00821021523343,8829829.032288272,0.243
69974.0,4.52,214.7773439044176,-13.37089275628569,11806800.578936744,0.128
69996.0,3.55,214.8507978796553,-46.0581192012953,22250788.15400371,-0.184
70027.0,4.84,214.937470090534,16.30736260465894,12048177.93186979,1.228
70069.0,4.3,215.08131353560805,-56.38654953138598,75005384.08441259,0.082
70090.0,4.05,215.1387363406584,-37.88537314677426,15637968.625182305,-0.03
70104.0,4.78,215.17778662865973,-45.18756664283942,9397029.89167156,0.31
70264.0,4.76,215.653837948641,-58.458999827182986,17842976.31416099,0.795
70300.0,4.41,215.7591119374048,-39.5119690214851,26478152.271641348,-0.185
70306.0,4.78,215.77249535928783,-27.75481962559384,11047927.490871849,1.3
70327.0,4.86,215.84404181326715,8.446551389136104,13596889.001452755,0.01
70497.0,4.04,216.2965235043562,51.84799877240187,3005461.2647168003,0.497
70574.0,4.56,216.5341341753804,-45.22152047242165,65480890.86589488,-0.147
70576.0,4.33,216.545186054267,-45.37932007281912,19871368.610797707,0.434
70638.0,4.31,216.7241682094148,-83.66797321760173,17629470.61911864,1.3
70692.0,4.25,216.88167200533292,75.6961448607711,21803890.72365931,1.431
70753.0,4.97,217.04324791916915,-29.491801406418805,26275771.489423253,-0.074
70755.0,4.81,217.04960509349397,-2.227977262025996,8540985.760492597,0.693
71053.0,3.57,217.95665728319625,30.372264096846468,9409890.793255348,1.298
71075.0,3.04,218.01845342543345,38.30929725743199,5386910.581261264,0.191
71121.0,4.44,218.154082409339,-50.45725956191988,36314226.44637504,-0.177
71284.0,4.47,218.67156289630915,29.746042886723902,3189990.813754865,0.364
71352.0,2.33,218.8764382304761,-42.15804760678351,19514172.7703147,-0.157
71536.0,4.05,219.47148207376503,-49.42602808256713,19625576.230880767,-0.152
71681.0,1.35,219.84536533923009,-60.83059206535123,277940.0099714615,0.9
71683.0,-0.01,219.8501605618033,-60.8306446089676,277940.0095761272,0.71
71762.0,4.49,220.18159759368103,16.418389371459586,20064669.861633845,-0.002
71795.0,3.78,220.28766993471143,13.728212832134275,11414765.142721418,0.044
71832.0,4.86,220.4113894864113,8.16178636769921,36442545.26612584,0.992
71860.0,2.3,220.48210021021356,-47.38836673522164,34666353.985249504,-0.154
71865.0,4.01,220.48970501866305,-37.79370954224012,19295117.50957272,-0.157
71908.0,3.18,220.62361488841535,-64.97674851620256,3383054.062844573,0.256
71957.0,3.87,220.76581786014552,-5.660406958902545,3852536.5361083066,0.385
71995.0,4.8,220.85557796022923,26.5277355047292,56202944.47579239,1.672
72010.0,4.06,220.9138206965509,-35.17487147657908,12980793.343552096,1.356
72104.0,4.92,221.24676064758475,-35.19183959996502,13087868.409588944,0.013
72105.0,2.35,221.2463491799581,27.07436002539581,13264617.759615395,0.966
72125.0,4.6,221.3098127137013,16.96393111318873,14244807.055687103,0.972
72220.0,3.73,221.5613851688845,1.8927358473644296,8136678.741417186,-0.005
72370.0,3.83,221.96524794850464,-79.04485904851221,26010694.353562698,1.433
72571.0,4.42,222.5702762631062,-27.960799821040297,19313184.113461822,1.366
72607.0,2.07,222.67554662046348,74.15558687970737,7997859.877387263,1.465
72622.0,2.75,222.7188816663204,-16.04225277811485,4882007.2417847,0.147
72631.0,4.93,222.75506690942035,-2.300000879460618,13668973.240226556,0.988
72659.0,4.54,222.8485229547883,19.099969921613845,1381916.155312317,0.72
72683.0,4.32,222.9093619737036,-43.57554331327106,25783100.7747573,-0.154
73165.0,4.47,224.29515666974888,-4.347525091063288,5756762.658827368,0.318
73199.0,4.63,224.3945434162968,65.93268361531601,25154244.66509869,1.59
73273.0,2.68,224.63270746313185,-43.13422352154373,33108315.604048632,-0.184
73334.0,3.13,224.79018971268465,-42.10434055206632,34093356.39817373,-0.208
73473.0,4.91,225.24265879963104,-8.51896652777601,19241119.97921649,0.0
73555.0,3.49,225.4861467288192,40.39036473215357,13833991.025136689,0.956
73568.0,4.8,225.52707351650133,25.007804065865983,22741433.97998887,1.506
73620.0,4.39,225.724770621704,2.091391754702025,11600945.226350969,1.026
73695.0,4.83,225.94264567056973,47.65419038404019,2631264.274360178,0.647
73714.0,3.25,226.01701825004145,-25.282272032000535,18465962.95286392,1.674
73745.0,4.52,226.11006344052396,26.947617739960304,15817853.2403993,1.24
73807.0,3.91,226.27928743110093,-47.05139037541501,31442805.824490894,-0.144
73996.0,4.93,226.8266756743524,24.868070917338382,4068339.3709244034,0.429
74117.0,4.07,227.21072740248297,-45.28003712071673,25718803.76540893,-0.162
74376.0,3.88,227.98264198882444,-48.73814867552825,11529614.654526535,-0.029
74392.0,4.54,228.05511526700585,-19.791934432164147,23818106.950160727,-0.071
74395.0,3.41,228.0699532288784,-52.09973559709703,7350848.401016922,0.918
74449.0,4.83,228.20641899397705,-44.500566312196135,28727688.88628378,-0.177
74604.0,4.91,228.655418361308,-31.519108606877623,72120561.61781193,0.374
74666.0,3.46,228.8763774820333,33.314072988663185,7382419.690518459,0.961
74785.0,2.61,229.2510564821862,-9.38306018638255,10120942.4004069,-0.071
74824.0,4.07,229.3772327945888,-58.80213982373059,6111549.811785042,0.088
74837.0,4.85,229.4120769611825,-63.610406020331865,23600092.243246343,1.26
74857.0,4.35,229.45759323385025,-30.14870394682382,19477318.80749759,1.1
74911.0,4.27,229.633095373501,-47.87549753625691,18383672.565413225,-0.086
74946.0,2.87,229.72616800805676,-68.67976513273986,11555451.327009743,0.014
75097.0,3.0,230.1817500751613,71.83413767223082,30377732.87833392,0.058
75141.0,3.22,230.3428338767516,-40.647683341730485,32279312.39552536,-0.227
75177.0,3.57,230.4507581837805,-36.261968126410686,20647127.74991797,1.534
75206.0,4.99,230.53301034615183,-47.92870380402492,7046969.804257327,0.515
75264.0,3.37,230.6700995047252,-44.68976053220021,31880186.43095815,-0.191
75304.0,4.54,230.78880374617484,-36.85863669203557,38339183.31088573,-0.155
75312.0,4.99,230.80229869152728,30.2865983987204,3841057.8413585927,0.577
75323.0,4.48,230.8442196034392,-59.32103882094135,32228875.971595436,0.169
75379.0,4.92,231.04906057829984,-10.323315739198485,6675236.443132424,0.453
75411.0,4.31,231.12133767578803,37.37774929924955,7650771.7432023855,0.309
75458.0,3.29,231.2322844144923,58.966184644255456,6461930.017952624,1.166
75501.0,4.6,231.3338356361172,-38.73371237861501,23654220.89391701,0.0
75695.0,3.66,231.9557837688806,29.10630003835709,7212056.160797605,0.319
76008.0,5.0,232.8523994147864,77.34938840016683,52618573.023781,1.545
76041.0,4.98,232.94563233624748,40.89922988570803,27175863.796442248,0.086
76127.0,4.14,233.23226921758985,31.35907196447144,19662993.91733524,-0.127
76219.0,4.61,233.5467216366518,-10.06613897130268,5971766.253518764,1.0
76267.0,2.22,233.67287745712304,26.714077885667184,4725425.110210263,0.032
76276.0,3.8,233.7001049152834,10.538888680633416,13273153.549327156,0.268
76297.0,2.8,233.78505309763403,-41.166932534995134,35872140.210843585,-0.216
76333.0,3.91,233.88204624884955,-14.789489140898358,9629542.768517513,1.007
76371.0,4.55,233.97166890141176,-44.95853684002394,27465353.688782837,-0.175
76440.0,4.11,234.18051348130143,-66.31741353056547,13668973.239955531,1.161
76470.0,3.6,234.25593752031745,-28.135103393398044,12306969.339442164,1.361
76552.0,4.34,234.5119773081538,-42.56696038043715,14535927.147623911,1.412
76600.0,3.66,234.6638645157684,-29.77793640863821,28139809.849800896,-0.177
76669.0,4.64,234.84433846493909,36.63576704047324,29936836.896256328,-0.103
76705.0,4.66,234.941625643624,-34.41202026990346,15485345.807597606,0.964
76742.0,4.97,235.0702799977499,-23.818134558853757,24124538.73528577,1.302
76829.0,4.64,235.29577440506435,-44.663032544258265,3612976.110753512,0.413
76852.0,4.51,235.3872928905694,19.67010325978371,12154673.315139966,0.062
76880.0,4.75,235.48641613585264,-19.6795456447121,25277549.781957462,1.574
76945.0,4.75,235.6707167349475,-34.71061652146322,25032136.67421782,-0.151
76952.0,3.81,235.6848243869255,26.295986168212675,9175480.701164464,0.02
77055.0,4.29,236.01531683318132,77.79447575416474,23763226.526396304,0.038
77070.0,2.63,236.06791061894705,6.425930627064599,4631001.481756889,1.167
77233.0,3.65,236.5473906402622,15.421541494485512,9679249.466413474,0.073
77257.0,4.42,236.6093246573593,7.352601948287909,2424363.020953842,0.604
77450.0,4.09,237.18452864844204,18.140953435722388,22036838.2711865,1.616
77512.0,4.59,237.39791435718212,26.06795566969216,10464982.555348374,0.794
77516.0,3.54,237.40435921886836,-3.4303962656575124,9850277.274458349,-0.036
77622.0,3.71,237.7049084632789,4.478155760125182,4446320.456681952,0.147
77634.0,3.97,237.73969113321,-33.62733677224542,13005347.171654696,-0.045
77635.0,4.63,237.7446658641347,-25.75146677388401,33002368.99289663,-0.072
77655.0,4.79,237.807979891306,35.654992471244626,6419695.189060776,0.996
77661.0,4.74,237.8158844422805,20.97804295297864,24971526.1752075,1.534
77760.0,4.6,238.17301537983295,42.45584798153074,3269892.320810236,0.563
77840.0,4.59,238.40288648030028,-25.327316625579424,27428830.61130486,-0.073
77853.0,4.13,238.45712757642957,-16.728363103942637,10302937.371720636,1.003
77952.0,2.83,238.78277790078877,-63.43349117678464,2538956.25816707,0.315
78072.0,3.85,239.11548452161816,15.6527979207032,2293870.2227382483,0.478
78104.0,3.87,239.22103227434872,-29.21424586410241,25880151.341926068,-0.199
78159.0,4.14,239.39629233964268,26.877465575982,14525690.577202683,1.231
78180.0,4.96,239.4458816475768,54.750494723585874,6975475.35547739,0.269
78207.0,4.95,239.5472831140389,-14.279473838096706,32431573.302414466,-0.08
78265.0,2.89,239.712878432688,-26.11428213126672,29051381.15499048,-0.18
78323.0,4.99,239.87576159887976,-41.74454971466615,24012200.95441806,0.988
78384.0,3.42,240.03038850804336,-38.3968926903734,31204963.11765121,-0.206
78401.0,2.29,240.08329482436756,-22.62196373580685,25402069.728402957,-0.117
78493.0,4.98,240.3603843288833,29.851013991336508,22202885.4901804,-0.05
78527.0,4.01,240.46805236790792,58.56755541453438,4316066.263406142,0.528
78554.0,4.82,240.57375069742216,22.804619233838928,11197872.211984012,0.066
78592.0,4.72,240.70013057600252,46.03628363044231,23763226.524777416,-0.094
78639.0,4.65,240.80417122229736,-49.22962403744733,13778544.166133782,0.902
78650.0,4.96,240.8354101155792,-25.86549864486465,13402521.517765151,1.234
78655.0,4.9,240.85063339150372,-38.60273689695696,33322262.71582925,-0.146
78662.0,4.63,240.88218888845597,-57.77560277307568,8867790.463692877,0.252
78820.0,2.56,241.35924528178492,-19.805624556348825,33538992.87908384,-0.065
78821.0,4.9,241.36038794692732,-19.801911446725125,71619724.38561933,-0.024
78914.0,4.73,241.62282911946383,-45.17293049297938,7810102.46480189,0.23
78918.0,4.22,241.64796714865852,-36.80250210601598,25977935.289640263,-0.184
78933.0,3.93,241.70169701451837,-20.66935568869737,26787637.168300707,-0.046
78990.0,4.31,241.85168574729883,-20.86907578932667,16742273.228343708,0.831
79043.0,5.0,242.01860984292924,17.046942672135,24555334.071478244,0.931
79101.0,4.23,242.19215554102215,44.93515266505591,14454436.314023476,-0.045
79119.0,4.73,242.24256431009547,36.4933066718734,7152039.05843518,1.015
79374.0,4.0,242.9988230319933,-19.460881887608448,27612423.85516908,0.076
79375.0,4.93,242.99979926370156,-10.06444531736848,10422678.42926275,0.087
79404.0,4.58,243.0757735956143,-27.92653132719915,29593229.010405757,-0.172
79509.0,4.95,243.36964060851017,-54.63062216016749,27686551.16912781,1.017
79593.0,2.73,243.586098520816,-3.69530592859304,10765386.543830534,1.584
79664.0,3.86,243.8595159993318,-63.68577455274869,39288534.51896457,1.105
79790.0,4.97,244.2538654983522,-50.0681491052093,90865553.40736751,0.788
79822.0,4.95,244.37368491089205,75.75710368763764,6153484.679265791,0.393
79881.0,4.8,244.57431195205123,-28.614712358845622,8879242.622724347,0.008
79882.0,3.23,244.5809395009266,-4.692234985203701,6798444.497946345,0.966
79992.0,3.91,244.9350223727695,46.31363678413331,19890530.975627683,-0.151
80000.0,4.01,244.95838301900096,-50.15587111011999,8063518.615509056,1.08
