HIP ID,RAJ2000,DEJ2000,Gmag
1,Null
4,0.00862612678,-51.89354298896,7.984906
2,0.00427321551,-19.49883599926,8.942914
3,0.00502608409,38.85927980643,6.596025
5,0.00996810368,-40.5912030647,8.307804
6,0.01868469337,3.94645997327,11.73696
8,0.02734284223,25.88645810089,7.425481
7,0.02198176054,20.03611932182,9.323691
10,0.03641642579,-50.86697451455,8.481748
9,0.03532376056,36.58596003555,8.248223
11,0.03733579281,46.93999652984,7.324696
14,0.04842376057,-0.36044690697,6.908558
17,0.05099020911,-40.19239550246,8.03971
15,0.05035847856,50.79118639575,8.253609
13,0.04169575209,-22.59470619222,8.538684
12,0.04090080198,-35.96022143954,7.88723
19,0.0533045482,38.30404616333,6.282961
16,0.05250280566,-54.91436578664,11.585863
20,0.06304616994,23.52922824106,8.394043
18,0.05284906551,-4.05367928966,10.441756
21,0.06638619238,8.00723469748,7.078523
22,0.07010945416,-49.35226301517,8.444609
23,0.07456270066,13.31223388065,7.463569
26,0.08409513466,-13.39337384091,9.000287
25,Null
29,0.09223100512,-49.10794385417,8.882331
27,0.08591236582,-41.29782124258,9.158145
28,0.08721256235,-43.36181877552,8.720228
24,0.0763889095,-23.45269707399,8.916584
30,0.09610868258,42.14147493398,8.226948
31,0.0980902031,2.67547842652,7.098974
32,0.09857729554,51.93948461223,9.049073
33,0.0991729864,-10.46238476251,8.004922
35,0.10297263858,-14.49048374205,8.834017
34,Null
36,0.10339432755,12.26714577757,7.362204
40,0.12195996921,67.21678671154,10.192575
38,0.11312864718,-79.0619822373,8.467084
37,0.10527655743,-47.17953714095,10.601769
39,0.11228727074,-16.69700956006,7.366848
42,Null
43,0.12869817794,59.5596808224,5.908125
41,Null
44,0.13275418852,-3.30632060157,7.605676
50,0.14308789634,-53.0977135528,6.415747
48,0.13523391146,-40.69047681659,6.992052
45,0.13390962148,-72.20271581344,9.564304
49,0.13956473222,16.66904651471,9.401256
46,0.13458772627,-25.62228633445,8.274871
47,0.13499197049,-56.83560050596,10.284287
51,0.14341650057,1.06621610213,8.688301
52,0.14687628635,-77.02011986234,8.531209
53,0.14742976174,-29.26341662766,10.900332
54,0.15259090002,17.96891041464,10.20598
55,0.15881622137,-66.68316793566,7.485056
57,0.16800095392,-69.67596522409,8.028081
58,0.17351871706,62.17589950563,6.922204
61,Null
59,0.17443908042,55.72246039897,9.077502
60,0.17543711354,-64.4657970555,8.251941
56,0.16292732911,0.22293384329,7.710588
63,0.18181039097,45.25333529439,6.332676
62,0.17997153575,-45.422743474,8.005071
64,0.18457221791,-27.90757758256,7.764919
65,0.18712161069,-54.83051452811,10.588468
66,0.18841921073,-72.3182174795,8.464083
68,Null
71,0.20702433181,36.78009900429,8.05251
69,0.20141204456,30.39588755237,8.32446
67,0.19934103306,23.53821935892,7.719313
73,0.22032238813,66.84801005273,6.362436
72,Null
70,0.20272295676,36.77757263367,10.379111
74,0.22234827543,35.75262238234,9.612058
76,Null
75,0.22327196692,-50.44645720894,6.835586
78,0.23230683082,17.86783658152,7.708723
77,0.23057474331,-30.06416740644,8.412427
79,0.23577027335,35.31672649328,8.559238
80,0.2428308653,-11.82373943241,8.258347
84,0.25242383708,27.8863317461,9.386384
83,0.24806581909,52.08056355182,8.111052
82,0.24801807203,-10.93596374409,9.139559
81,0.24340772812,-4.93253584457,8.416722
85,Null
86,0.26046118453,69.60350331377,8.043076
87,0.26149638468,-5.83500136144,7.700641
88,0.26909537663,-48.80987438889,5.489142
89,0.27715175475,53.16694331776,7.220998
94,0.29499556742,-32.75683716562,9.954228
90,0.28008314306,-41.8875469786,7.53446
91,Null
92,0.2906943478,-20.70554914063,8.439182
95,0.30200710145,-11.96404647003,8.553936
93,0.29233276506,-0.07611040791,7.981884
96,Null
97,0.30737351661,-21.40404148949,9.373844
98,0.30717077412,-52.79857473778,9.750472
99,0.31606997761,60.35528497784,5.678268
100,Null
103,Null
104,Null
101,0.31971186882,-47.79382845083,9.774849
105,0.32780398778,70.9289390618,7.58745
102,0.32048834112,-41.48743749799,6.34691
107,0.3338295273,-50.33737026277,4.765762
108,0.33665066858,-70.12527071581,8.110887
106,0.33021415895,49.98155694127,5.971371
109,0.34659811829,6.79147088775,7.142595
110,0.34860587902,39.61072094288,8.895423
114,Null
113,Null
