RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz,pl_name,hip
0.3970285892647786,-77.06694152787097,4.78,1.254,1.2090586039935265e+18,-2.389922703072655e+17,-4.3887233961920655e+18,KELT-24 b,52796
0.4904014456199904,-6.014356322842632,4.37,1.631,4.645586973522213e+18,-2.0881585982836173e+17,-2.7638813086904443e+18,KELT-24 b,52796
0.9351634947056436,-17.33603777380153,4.55,-0.047,2.7995951484416333e+18,-2.0863754876694176e+17,-2.9950754337923395e+18,KELT-24 b,52796
1.1254483577273542,-10.50960501651364,4.99,1.619,1.5684200154049708e+19,5.132186240305786e+16,-5.12513407574799e+18,KELT-24 b,52796
1.3338632049942485,-5.70701159434312,4.61,1.029,1.9509390699413332e+18,-2.1407080326582838e+17,-2.47344133430038e+18,KELT-24 b,52796
2.0979786941863345,29.089311163474704,2.07,-0.038,1.5434759575662257e+18,-2.128530057582948e+17,-1.906053638365733e+18,KELT-24 b,52796
2.301541226855566,59.1485382275658,2.28,0.38,1.0054897117307638e+18,-2.316217099784662e+17,-1.9102134389937347e+18,KELT-24 b,52796
2.3538790103738108,-45.74866509811286,3.88,1.013,1.665635034251567e+18,-2.0424417338986317e+17,-3.301963109633158e+18,KELT-24 b,52796
2.815470948633589,-15.469829762251422,4.89,0.487,1.302561384456422e+18,-2.1463926722236966e+17,-2.5080093490933586e+18,KELT-24 b,52796
3.309003624611514,15.183539225412067,2.83,-0.19,3.778297306987992e+18,-6.665204449847568e+16,-1.527016265449897e+18,KELT-24 b,52796
3.651349762110293,20.20671469611751,4.79,1.572,3.6285226874860237e+18,-5.799751158435891e+16,-1.287770822580072e+18,KELT-24 b,52796
3.659869098740428,-18.93337307345101,4.44,1.64,5.141515994808907e+18,3.921029508559728e+16,-3.8649552331929764e+18,KELT-24 b,52796
4.27246884570513,38.68151251138633,4.61,0.059,2.606484307125324e+18,-1.0290352322395269e+17,-8.55219971233419e+17,KELT-24 b,52796
4.581332531646425,36.78493184413622,4.51,0.054,1.807440729022383e+18,-1.5681711645519376e+17,-1.5529851450112573e+18,KELT-24 b,52796
4.856877292524707,-8.82418171525453,3.56,1.214,3.439752429285329e+18,-1.2954821212252096e+16,-2.772929066343169e+18,KELT-24 b,52796
5.045400978171957,-64.86677022396391,4.23,0.576,8.536607875316461e+17,-2.323286558568789e+17,-2.592578488023099e+18,KELT-24 b,52796
6.506998979947076,-77.25199889343968,2.82,0.618,7.92054393126845e+17,-2.364644236027532e+17,-2.5775102606621297e+18,KELT-24 b,52796
6.551850407043493,-43.67960364597996,3.93,0.175,1.2630231240290068e+18,-1.823324246714392e+17,-2.853851299070111e+18,KELT-24 b,52796
6.573210640055541,-42.30841381553527,2.4,1.083,1.2794510691847565e+18,-1.8024242403565344e+17,-2.845435644950072e+18,KELT-24 b,52796
6.981908731192464,-33.00751365989108,4.86,1.634,5.058282552064251e+18,2.8642022352888083e+17,-5.177655036827785e+18,KELT-24 b,52796
7.85555608308055,-48.80338041844083,4.76,0.018,1.8028041870078659e+18,-9.580114375764403e+16,-3.576505126519903e+18,KELT-24 b,52796
7.887358768042954,-62.958591552839344,4.36,-0.064,1.3366040604824714e+18,-1.597865639357586e+17,-3.5295779798965903e+18,KELT-24 b,52796
7.890781427482598,-62.965876050654,4.53,0.147,1.474596053346832e+18,-1.4062498868810318e+17,-3.802968620847721e+18,KELT-24 b,52796
7.943645439726753,54.52218685362289,4.74,-0.098,2.669452139793631e+18,2.6792295256757696e+16,3.787946777870648e+17,KELT-24 b,52796
8.25002553307195,62.93176826039628,4.17,0.13,1.8331740671213748e+19,2.308241363464861e+18,3.2428824628700205e+19,KELT-24 b,52796
9.2203328425703,33.719319127255105,4.34,-0.123,5.838948476322671e+18,5.852331242919597e+17,1.0940618803315384e+18,KELT-24 b,52796
9.243059946662951,53.8968464274673,3.69,-0.196,4.0283435313107927e+18,2.9265789762298e+17,2.2136357406728965e+18,KELT-24 b,52796
9.637131219571549,29.31000379691044,4.34,0.871,2.1131122426814474e+18,-9324514826146080.0,-1.5714806798606643e+18,KELT-24 b,52796
9.832906891636195,30.86045267193544,3.27,1.268,1.552274190971222e+18,-1.0170511069909824e+17,-1.8608286199767386e+18,KELT-24 b,52796
10.12746369697223,56.53710979472115,2.24,1.17,1.9152385109834437e+18,-3.2574462377079104e+16,-5.485857834740398e+17,KELT-24 b,52796
10.331178587238778,-46.084999635615056,4.59,0.953,2.3377916879434373e+18,4.876320463863456e+16,-4.0378009268848517e+18,KELT-24 b,52796
10.51636460002619,50.51248118552076,4.8,-0.105,7.303666441414413e+18,9.759348664715457e+17,5.747617209648974e+18,KELT-24 b,52796
10.838427544059812,-57.46295331853858,4.36,0.024,1.942688682575218e+18,-1.2255410602364512e+16,-4.269561293236813e+18,KELT-24 b,52796
10.866709890986527,47.024290635024265,4.95,0.17,1.8455901162769444e+18,-3.0280414583892576e+16,-1.145887542138291e+18,KELT-24 b,52796
10.899062878153684,-17.986379561895237,2.04,1.019,1.588130387298733e+18,-7.920848062516406e+16,-2.6324580506338345e+18,KELT-24 b,52796
11.047456816968651,-10.610333719221485,4.77,0.998,2.657030463721009e+18,1.3175881353775104e+17,-2.7181570530668795e+18,KELT-24 b,52796
11.181507688575676,48.28431168280281,4.48,-0.069,6.336955199989998e+18,8.638239803718415e+17,4.0456697889774044e+18,KELT-24 b,52796
11.83392543881112,24.26661472495898,4.08,1.1,2.2727903836546286e+18,7.862043266539142e+16,-1.6472114829611459e+18,KELT-24 b,52796
12.171178129937884,7.584731955059808,4.44,1.5,3.538463310611115e+18,3.610232037346317e+17,-1.971537337715191e+18,KELT-24 b,52796
12.208753117457066,50.968100116695126,4.9,-0.091,3.010652283569259e+18,2.4874189245206906e+17,5.112292606073252e+17,KELT-24 b,52796
12.290249448328716,57.81133639237829,3.46,0.587,8.37092819313773e+17,-2.2140348666517293e+17,-2.1970872910056658e+18,KELT-24 b,52796
12.45373731030204,41.07878671193715,4.53,-0.136,5.473374447000262e+18,8.027945516855726e+17,1.8716602284758036e+18,KELT-24 b,52796
13.252104250591035,-1.144372236623221,4.78,1.55,5.523255950758776e+18,8.83910635618762e+17,-2.450672013911951e+18,KELT-24 b,52796
13.266511091971148,61.12513714483894,4.8,0.54,1.01081143979191e+18,-1.7873243647377382e+17,-1.850757944555102e+18,KELT-24 b,52796
13.750221994265996,58.97241778339134,4.83,1.216,2.6678616532493804e+18,2.2915696402361248e+17,9.444856685683973e+17,KELT-24 b,52796
14.165028681441536,59.18074381952912,4.62,0.957,1.709189750124138e+18,2006258310061600.0,-6.795724280634936e+17,KELT-24 b,52796
14.177576241595771,60.716714091567454,2.15,-0.046,3.4921261104865925e+18,4.5264156151288486e+17,2.7064892703436785e+18,KELT-24 b,52796
14.18972424894549,38.499597843337085,3.86,0.13,1.719856482687257e+18,5147038050623840.0,-1.5498274935294546e+18,KELT-24 b,52796
14.301338871467,23.41733120275678,4.4,0.94,2.783013162088067e+18,2.781974958162846e+17,-1.440080912782285e+18,KELT-24 b,52796
14.651680850872063,-29.357405707910832,4.3,-0.154,6.106415735562439e+18,1.160396198046149e+18,-5.471700995684776e+18,KELT-24 b,52796
15.735308986058248,7.89031347303777,4.27,0.952,2.457917028430158e+18,2.4137651233817126e+17,-2.1053989839388884e+18,KELT-24 b,52796
16.52032452712127,-46.71819622982267,3.32,0.885,1.9736839492402263e+18,1.2323715057780595e+17,-3.7172880013534095e+18,KELT-24 b,52796
17.096429406455808,-55.24555585684016,3.94,-0.12,2.1834384776489692e+18,2.0127214447649498e+17,-4.526842416157691e+18,KELT-24 b,52796
17.148973063108787,-10.183215652300712,3.46,1.161,1.7880364060202348e+18,8.070839649447174e+16,-2.549273917407667e+18,KELT-24 b,52796
17.195453549710916,86.25701218704398,4.24,1.213,9.259863209480308e+17,-1.851356478886752e+17,5.996555174569498e+17,KELT-24 b,52796
17.375561324321097,47.24170289467086,4.26,0.012,5.254628014077545e+18,1.16998720142801e+18,2.761707470446651e+18,KELT-24 b,52796
17.434500656498187,35.6197857276719,2.07,1.576,2.204288754833061e+18,2.1715011973751597e+17,-1.2540458135765955e+18,KELT-24 b,52796
17.778402869149602,55.14976752928888,4.34,0.17,1.4490606988549693e+18,-1.5348771331032384e+16,-1.2854123116450662e+18,KELT-24 b,52796
17.8637245042038,21.034577469782253,4.66,1.024,4.4358894250048164e+18,9.48445299870063e+17,-8.598683443423867e+17,KELT-24 b,52796
17.915743975035,30.089379502423625,4.51,1.092,2.0047564999983524e+18,1.6617664918507654e+17,-1.5832567671212636e+18,KELT-24 b,52796
18.4374203424592,24.58356691183804,4.67,1.047,3.822484678192548e+18,7.849152636580824e+17,-8.667503341333683e+17,KELT-24 b,52796
18.802861769025903,-45.53043863515824,4.97,0.571,1.0495205626007444e+18,-1.3735127138006254e+17,-2.6840224158760714e+18,KELT-24 b,52796
18.95018244330686,-68.87505043225387,4.25,0.48,9.564069522082669e+17,-1.6843769971999027e+17,-2.9406782076917924e+18,KELT-24 b,52796
19.866849031399227,27.2639786462788,4.74,0.032,3.2006552143757046e+18,6.463659187298321e+17,-1.0050269957029156e+18,KELT-24 b,52796
20.02046710937374,58.23159571169619,4.95,0.683,1.1644476950157464e+19,3.7305435166182426e+18,1.6386235033120831e+19,KELT-24 b,52796
20.585398881166025,45.52883784544765,4.87,1.077,1.9547200021452652e+18,2.134399376131929e+17,-1.0324072869330575e+18,KELT-24 b,52796
21.005309594658005,-8.184679494722316,3.6,1.065,1.7426523961982195e+18,1.4218631682402726e+17,-2.506786870213411e+18,KELT-24 b,52796
21.405447901698725,-14.598914934909953,4.9,1.231,3.199591099729491e+18,7.213585877799405e+17,-3.040213503338534e+18,KELT-24 b,52796
21.458086204034142,60.23494261102847,2.66,0.16,1.1760193223390003e+18,-7.143176372338278e+16,-1.536136806273365e+18,KELT-24 b,52796
21.4848100635237,68.13019701078169,4.72,1.047,1.3747347079104968e+18,7017489552511680.0,-6.570685381425669e+17,KELT-24 b,52796
21.917587997556417,45.40593509756259,4.83,0.421,1.3103600074195666e+18,-1.3343131108378944e+16,-1.7305925761445048e+18,KELT-24 b,52796
22.091190613285704,-43.3196625581622,3.41,1.542,2.233712906646813e+18,3.634313824764379e+17,-3.8712016226397763e+18,KELT-24 b,52796
22.54834134864092,6.143501580894638,4.84,1.372,3.8723919551045796e+18,1.0577277399781108e+18,-1.987643606037655e+18,KELT-24 b,52796
22.81438709117935,-49.07164154092847,3.93,0.972,1.5827270072452163e+18,1.116418816848889e+17,-3.405069102021071e+18,KELT-24 b,52796
22.871056134394195,15.345800382789626,3.62,0.974,3.2137656756626145e+18,8.006285101461501e+17,-1.61618451658266e+18,KELT-24 b,52796
23.482241424529324,59.23188084568045,4.68,0.991,1.648638414890181e+18,1.518749650156471e+17,-6.912677172648394e+17,KELT-24 b,52796
24.19776250475581,41.40283808166952,4.1,0.536,1.0258173598346184e+18,-1.1446159891000208e+17,-2.0776925180592102e+18,KELT-24 b,52796
24.42964611674067,-57.23703311061782,0.45,-0.158,1.4118458619529974e+18,6.227522382439706e+16,-3.496646348513236e+18,KELT-24 b,52796
24.498784226664792,48.62743989205226,3.59,1.275,1.730769518065399e+18,2.0858529671069024e+17,-1.1182053499496832e+18,KELT-24 b,52796
25.145221697686384,40.57688747905262,4.96,-0.068,5.170722813291107e+18,1.83683885255838e+18,1.8377793444046694e+18,KELT-24 b,52796
25.357735580425697,5.487638056821011,4.45,1.347,3.8742579754846976e+18,1.2424867552609024e+18,-2.0194801483597356e+18,KELT-24 b,52796
25.453824947473137,42.61212933209541,4.96,0.618,1.0007479414992138e+18,-1.1882657680079301e+17,-2.0883934017246948e+18,KELT-24 b,52796
25.681211611836503,-3.690436953618045,4.98,1.378,1.0981871661757118e+19,4.681997855501993e+18,-3.085435354910504e+18,KELT-24 b,52796
25.91541751873087,50.68863898731795,4.01,-0.098,4.6059354696689377e+18,1.6355292722132751e+18,2.8946424426646543e+18,KELT-24 b,52796
26.004696254874776,-15.931604718523872,3.49,0.727,8.387527536879656e+17,-1.9478175307398774e+17,-2.3834327042398536e+18,KELT-24 b,52796
26.34895405180304,9.158003969437589,4.26,0.942,2.9029192053799045e+18,8.283138615494596e+17,-1.9636907016694682e+18,KELT-24 b,52796
27.39521907940048,-10.687060100096954,4.66,0.333,1.3771753074300288e+18,8.721099361546842e+16,-2.4876589130350234e+18,KELT-24 b,52796
27.865411110423214,-10.3352993546938,3.74,1.136,2.873068911727511e+18,8.847362786081533e+17,-2.792256888128376e+18,KELT-24 b,52796
28.270544618366586,29.57722187261977,3.42,0.488,1.2061053889086036e+18,7632012629507328.0,-2.0531291920252408e+18,KELT-24 b,52796
28.383138453224795,19.29317013578968,3.88,-0.047,2.346949168958795e+18,6.252284672946991e+17,-1.713737375259935e+18,KELT-24 b,52796
28.38912319974112,3.1877009251266406,4.61,0.928,2.3256045349239183e+18,6.139093692637924e+17,-2.252254138153019e+18,KELT-24 b,52796
28.41050394500296,-46.30329766390707,4.39,1.597,2.588773678130094e+18,7.57030707657791e+17,-4.550567059196548e+18,KELT-24 b,52796
