RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz
0.3970285892647786,-77.06694152787097,4.78,1.254,-4.9861816785005926e+17,2.8811193102334198e+17,-1.0965154109963474e+18
0.4904014456199904,-6.014356322842632,4.37,1.631,2.9379102016786273e+18,3.1828834150224576e+17,5.2832667650527366e+17
0.9351634947056436,-17.33603777380153,4.55,-0.047,1.0919183765980475e+18,3.184666525636657e+17,2.971325514033784e+17
1.1254483577273542,-10.50960501651364,4.99,1.619,1.3976523382206122e+19,5.784260637336653e+17,-1.8329260905522721e+18
1.3338632049942485,-5.70701159434312,4.61,1.029,2.4326229809774746e+17,3.130333980647791e+17,8.18766650895338e+17
2.0979786941863345,29.089311163474704,2.07,-0.038,-1.6420081427736013e+17,3.142511955723127e+17,1.3861543468299848e+18
2.301541226855566,59.1485382275658,2.28,0.38,-7.02187060112822e+17,2.954824913521413e+17,1.3819945462019832e+18
2.3538790103738108,-45.74866509811286,3.88,1.013,-4.204173759201856e+16,3.228600279407443e+17,-9755124437440256.0
2.815470948633589,-15.469829762251422,4.89,0.487,-4.0511538738716397e+17,3.124649341082378e+17,7.84198636102359e+17
3.309003624611514,15.183539225412067,2.83,-0.19,2.070620535144406e+18,4.6045215683213184e+17,1.7651917197458207e+18
3.651349762110293,20.20671469611751,4.79,1.572,1.9208459156424381e+18,4.691066897462486e+17,2.004437162615646e+18
3.659869098740428,-18.93337307345101,4.44,1.64,3.433839222965321e+18,5.663144964162048e+17,-5.7274724799725875e+17
4.27246884570513,38.68151251138633,4.61,0.059,8.988075352817382e+17,4.242006781066548e+17,2.436988013962299e+18
4.581332531646425,36.78493184413622,4.51,0.054,9.976395717879744e+16,3.7028708487541376e+17,1.7392228401844603e+18
4.856877292524707,-8.82418171525453,3.56,1.214,1.7320756574417434e+18,5.141493801183554e+17,5.1927891885254874e+17
5.045400978171957,-64.86677022396391,4.23,0.576,-8.540159843119397e+17,2.947755454737286e+17,6.996294971726191e+17
6.506998979947076,-77.25199889343968,2.82,0.618,-9.156223787167407e+17,2.906397777278543e+17,7.14697724533588e+17
6.551850407043493,-43.67960364597996,3.93,0.175,-4.44653647814579e+17,3.447717766591683e+17,4.383566861256068e+17
6.573210640055541,-42.30841381553527,2.4,1.083,-4.282257026588293e+17,3.4686177729495405e+17,4.467723402456462e+17
6.981908731192464,-33.00751365989108,4.86,1.634,3.3506057802206653e+18,8.135244248594883e+17,-1.8854470516320673e+18
7.85555608308055,-48.80338041844083,4.76,0.018,9.512741516428006e+16,4.3130305757296346e+17,-2.842971413241856e+17
7.887358768042954,-62.958591552839344,4.36,-0.064,-3.710727113611144e+17,3.673176373948489e+17,-2.3736999470087245e+17
7.890781427482598,-62.965876050654,4.53,0.147,-2.3308071849675405e+17,3.864792126425043e+17,-5.107606356520031e+17
7.943645439726753,54.52218685362289,4.74,-0.098,9.617753679500457e+17,5.538964965873652e+17,3.671002662982783e+18
8.25002553307195,62.93176826039628,4.17,0.13,1.6624063899370162e+19,2.835345564795469e+18,3.572103261389592e+19
9.2203328425703,33.719319127255105,4.34,-0.123,4.131271704479085e+18,1.1123373256225672e+18,4.386269865527256e+18
9.243059946662951,53.8968464274673,3.69,-0.196,2.320666759467207e+18,8.197620989535875e+17,5.505843725868615e+18
9.637131219571549,29.31000379691044,4.34,0.871,4.054354708378616e+17,5.1777968650446144e+17,1.7207273053350538e+18
9.832906891636195,30.86045267193544,3.27,1.268,-1.5540258087236365e+17,4.2539909063150925e+17,1.4313793652189793e+18
10.12746369697223,56.53710979472115,2.24,1.17,2.0756173913985792e+17,4.945297389535284e+17,2.743622201721678e+18
10.331178587238778,-46.084999635615056,4.59,0.953,6.301149160998515e+17,5.7586740596924205e+17,-7.455929416891338e+17
10.51636460002619,50.51248118552076,4.8,-0.105,5.595989669570828e+18,1.5030390678021532e+18,9.039825194844692e+18
10.838427544059812,-57.46295331853858,4.36,0.024,2.3501191073163213e+17,5.1484879072824294e+17,-9.773533080410952e+17
10.866709890986527,47.024290635024265,4.95,0.17,1.3791334443335846e+17,4.968237867467149e+17,2.146320443057427e+18
10.899062878153684,-17.986379561895237,2.04,1.019,-1.195463845448526e+17,4.4789572070544346e+17,6.597499345618834e+17
11.047456816968651,-10.610333719221485,4.77,0.998,9.493536918774234e+17,6.588630148683585e+17,5.7405093212883834e+17
11.181507688575676,48.28431168280281,4.48,-0.069,4.629278428146412e+18,1.3909281817024492e+18,7.337877774173123e+18
11.83392543881112,24.26661472495898,4.08,1.1,5.651136118110428e+17,6.05724633995999e+17,1.6449965022345723e+18
12.171178129937884,7.584731955059808,4.44,1.5,1.8307865387675295e+18,8.881274050652392e+17,1.3206706474805268e+18
12.208753117457066,50.968100116695126,4.9,-0.091,1.3029755117256732e+18,7.758460937826765e+17,3.803437245803043e+18
12.290249448328716,57.81133639237829,3.46,0.587,-8.705839525298127e+17,3.0570071466543456e+17,1.0951206941900521e+18
12.45373731030204,41.07878671193715,4.53,-0.136,3.765697675156676e+18,1.3298987530161802e+18,5.163868213671521e+18
13.252104250591035,-1.144372236623221,4.78,1.55,3.8155791789151903e+18,1.4110148369493693e+18,8.41535971283767e+17
13.266511091971148,61.12513714483894,4.8,0.54,-6.968653320516758e+17,3.4837176485683366e+17,1.441450040640616e+18
13.750221994265996,58.97241778339134,4.83,1.216,9.601848814057946e+17,7.5626116535422e+17,4.2366936537641155e+18
14.165028681441536,59.18074381952912,4.62,0.957,1512978280552064.0,5.2911045964066906e+17,2.6126355571322245e+18
14.177576241595771,60.716714091567454,2.15,-0.046,1.784449338643007e+18,9.797457628434924e+17,5.998697255539397e+18
14.18972424894549,38.499597843337085,3.86,0.13,1.2179710843671168e+16,5.3225123938123136e+17,1.7423804916662633e+18
14.301338871467,23.41733120275678,4.4,0.94,1.075336390244481e+18,8.05301697146892e+17,1.8521270724134328e+18
14.651680850872063,-29.357405707910832,4.3,-0.154,4.398738963718853e+18,1.6875003993767567e+18,-2.179493010489058e+18
15.735308986058248,7.89031347303777,4.27,0.952,7.50240256586572e+17,7.684807136687788e+17,1.1868090012568294e+18
16.52032452712127,-46.71819622982267,3.32,0.885,2.660071773966405e+17,6.503413519084134e+17,-4.2508001615769165e+17
17.096429406455808,-55.24555585684016,3.94,-0.12,4.757617058053834e+17,7.283763458071025e+17,-1.2346344309619732e+18
17.148973063108787,-10.183215652300712,3.46,1.161,8.035963417664896e+16,6.078125978250793e+17,7.429340677880508e+17
17.195453549710916,86.25701218704398,4.24,1.213,-7.81690450895555e+17,3.419685534419323e+17,3.891863502652668e+18
17.375561324321097,47.24170289467086,4.26,0.012,3.54695124223396e+18,1.6970914027586176e+18,6.053915455642369e+18
17.434500656498187,35.6197857276719,2.07,1.576,4.966119829894753e+17,7.442543210681234e+17,2.0381621716191227e+18
17.778402869149602,55.14976752928888,4.34,0.17,-2.5861607298861645e+17,5.117554299995751e+17,2.0067956735506516e+18
17.8637245042038,21.034577469782253,4.66,1.024,2.728212653161231e+18,1.4755495012006705e+18,2.432339640853331e+18
17.915743975035,30.089379502423625,4.51,1.092,2.970797281547666e+17,6.932808505156841e+17,1.708951218074454e+18
18.4374203424592,24.58356691183804,4.67,1.047,2.1148079063489618e+18,1.31201946498869e+18,2.42545765106235e+18
18.802861769025903,-45.53043863515824,4.97,0.571,-6.581562092428413e+17,3.8975292995054496e+17,6.081855693196466e+17
18.95018244330686,-68.87505043225387,4.25,0.48,-7.512698196353189e+17,3.586665016106172e+17,3.515297775039256e+17
19.866849031399227,27.2639786462788,4.74,0.032,1.4929784425321185e+18,1.1734701200604396e+18,2.2871809894928023e+18
20.02046710937374,58.23159571169619,4.95,0.683,9.936800178313878e+18,4.25764771794885e+18,1.967844301831655e+19
20.585398881166025,45.52883784544765,4.87,1.077,2.4704323030167936e+17,7.405441389438003e+17,2.2598006982626604e+18
21.005309594658005,-8.184679494722316,3.6,1.065,3.497562435463373e+16,6.692905181546348e+17,7.854211149823071e+17
21.405447901698725,-14.598914934909953,4.9,1.231,1.491914327885905e+18,1.248462789110548e+18,2.5199448185718387e+17
21.458086204034142,60.23494261102847,2.66,0.16,-5.316574495045855e+17,4.556724376072247e+17,1.7560711789223526e+18
21.4848100635237,68.13019701078169,4.72,1.047,-3.329420639330889e+17,5.3412169088311917e+17,2.635139447053151e+18
21.917587997556417,45.40593509756259,4.83,0.421,-3.973167644240191e+17,5.1376107022222854e+17,1.5616154090512133e+18
22.091190613285704,-43.3196625581622,3.41,1.542,5.2603613480322714e+17,8.905355838070454e+17,-5.789936374440584e+17
22.54834134864092,6.143501580894638,4.84,1.372,2.1647151832609935e+18,1.5848319413087183e+18,1.3045643791580628e+18
22.81438709117935,-49.07164154092847,3.93,0.972,-1.2494976459836954e+17,6.387460830154964e+17,-1.1286111682535296e+17
22.871056134394195,15.345800382789626,3.62,0.974,1.5060889038190285e+18,1.3277327114767575e+18,1.676023468613058e+18
23.482241424529324,59.23188084568045,4.68,0.991,-5.903835695340467e+16,6.789791663462546e+17,2.6009402679308785e+18
24.19776250475581,41.40283808166952,4.1,0.536,-6.818594120089674e+17,4.1264260242060544e+17,1.2145154671365076e+18
24.42964611674067,-57.23703311061782,0.45,-0.158,-2.9583090989058854e+17,5.893794251550045e+17,-2.0443836331751808e+17
24.498784226664792,48.62743989205226,3.59,1.275,2.309274622181325e+16,7.356894980412977e+17,2.1740026352460347e+18
25.145221697686384,40.57688747905262,4.96,-0.068,3.4630460414475213e+18,2.363943053888987e+18,5.129987329600387e+18
25.357735580425697,5.487638056821011,4.45,1.347,2.1665812036411116e+18,1.76959095659151e+18,1.2727278368359823e+18
25.453824947473137,42.61212933209541,4.96,0.618,-7.06928830344372e+17,4.0827762452981446e+17,1.203814583471023e+18
25.681211611836503,-3.690436953618045,4.98,1.378,9.274194889913532e+18,5.2091020568326e+18,2.067726302852137e+17
25.91541751873087,50.68863898731795,4.01,-0.098,2.8982586978253517e+18,2.1626334735438825e+18,6.186850427860372e+18
26.004696254874776,-15.931604718523872,3.49,0.727,-8.689240181556202e+17,3.323224482566198e+17,9.087752809558642e+17
26.34895405180304,9.158003969437589,4.26,0.942,1.1952424335363187e+18,1.355418062880067e+18,1.3285172835262497e+18
27.39521907940048,-10.687060100096954,4.66,0.333,-3.305014644135571e+17,6.143151949460759e+17,8.045490721606943e+17
27.865411110423214,-10.3352993546938,3.74,1.136,1.1653921398839252e+18,1.4118404799387607e+18,4.9995109706734195e+17
28.270544618366586,29.57722187261977,3.42,0.488,-5.015713829349822e+17,5.347362139601148e+17,1.239078793170477e+18
28.383138453224795,19.29317013578968,3.88,-0.047,6.392723971152087e+17,1.1523326686253066e+18,1.578470609935783e+18
28.38912319974112,3.1877009251266406,4.61,0.928,6.179277630803325e+17,1.1410135705943999e+18,1.0399538470426989e+18
28.41050394500296,-46.30329766390707,4.39,1.597,8.81096906286508e+17,1.2841349089883986e+18,-1.2583590740008305e+18
28.59935224955399,63.66997314447979,3.35,-0.15,6.62064709621813e+17,1.1726023075308027e+18,4.687081176968184e+18
28.66074689810932,20.807286676296933,2.64,0.165,-5.0381483617609363e+17,5.3760434568573984e+17,1.1399110852542122e+18
28.73525540738888,-67.64679997534982,4.68,0.931,-2.819999525336549e+17,6.600033878168791e+17,-9.578389009061396e+17
28.99701297381737,-51.60694034708662,3.69,0.844,-6.73104633635349e+17,4.473128158242533e+17,5.167812718772978e+17
29.000369671983417,68.68517486700316,4.97,-0.084,1.1434885455330583e+18,1.4543046257212524e+18,7.121710476606242e+18
29.167954855923167,-22.52699255024503,4.92,1.434,2.0764097706117714e+18,1.9830919290847355e+18,-5.055606408991575e+17
29.293034606265536,-47.3852168347433,4.82,0.864,5.248747021977856e+17,1.1213810826526299e+18,-9.186389134479706e+17
29.48146806949714,23.595961575113765,4.79,0.29,3.894435299764979e+16,8.531215042055369e+17,1.4440238519008148e+18
29.696266027424567,-61.569674029328105,2.86,0.29,-6.871939228852301e+17,4.439854051878643e+17,3.464080195404781e+17
30.00226364343148,-21.078000255927574,3.99,1.554,1.3340445807833984e+18,1.6130351903923564e+18,-8.408099692836314e+16
30.48824096871556,70.9069464812232,4.49,0.164,-6.545508258392292e+17,4.68356346756193e+17,1.9844451060339443e+18
30.51197954241612,2.7637565785253635,3.82,0.024,1.661440805471063e+17,9.521876699957609e+17,1.0031171591663302e+18
30.575850664657324,54.48751780257151,4.99,-0.071,2.533146912093917e+18,2.3523847901162926e+18,6.635231578865159e+18
30.857770252455325,72.42144911777717,3.95,-0.002,-5.6857397298105075e+17,5.224434268274531e+17,2.401711230661081e+18
30.97520527560156,42.329374958192304,2.1,1.37,1.1621045872822925e+18,1.5624281989200932e+18,3.200712025363535e+18
31.12275940645638,-29.29676015018269,4.68,-0.156,1.5849750021781084e+18,1.8252166247455178e+18,-7.324752533193902e+17
31.794793042472943,23.46142045880772,2.01,1.151,-4.799634206735824e+17,5.86285125619553e+17,1.1879552368584463e+18
32.12325932429199,37.858777106160346,4.78,0.12,2.8579889251148262e+17,1.070952636880079e+18,2.0887951247436227e+18
32.35616086233781,25.939664552507747,4.98,0.339,1.3341232452933432e+18,1.742228541902909e+18,2.2642709890570678e+18
32.387194284714965,34.98702775434603,3.0,0.14,-1.526143236256846e+17,8.009288647290266e+17,1.613953847529855e+18
33.09231991979113,30.30264657486612,4.94,0.77,1.123680223607135e+18,1.6468432230648092e+18,2.3974913226253466e+18
33.24979866167504,8.846618254861736,4.36,0.878,1.8638333545881933e+18,2.1403035098526723e+18,1.4663639776748616e+18
33.30531930492678,44.23154706432287,4.84,1.476,2.187150658285673e+18,2.356649869206715e+18,4.612834095416513e+18
34.12844191494999,-51.51231526316686,3.56,-0.12,-2.1136656370415014e+17,7.964736862904787e+17,-2.0720884756881843e+17
34.273038252837225,34.222536158523035,4.84,0.607,-7.375117333209797e+17,4.407092678430563e+17,1.1278936940732297e+18
34.328985520774765,33.846833001440004,4.03,0.019,-2.029825838038249e+17,8.060639295742784e+17,1.559455246085232e+18
