Star HIP,RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz,pl_name
71121,218.154082409339,-50.45725956191988,4.44,-0.177,-2.443891251765126e+18,-2.6670874161167114e+18,-4.498753935727282e+18,HD 63433 d
71284,218.67156289630915,29.746042886723902,4.47,0.364,-4.763516769493811e+16,-7.892863366791498e+17,-7.262159384009834e+16,HD 63433 d
71352,218.8764382304761,-42.15804760678351,2.33,-0.157,-1.4088827282650714e+18,-1.888653814010797e+18,-2.2687822064990787e+18,HD 63433 d
71536,219.47148207376503,-49.42602808256713,4.05,-0.152,-1.198280982453076e+18,-1.7443375176336722e+18,-2.539476542785021e+18,HD 63433 d
71681,219.84536533923009,-60.83059206535123,1.35,0.9,2.6029771844160746e+17,-5.433681422345631e+17,-3.4570549428749485e+17,HD 63433 d
71683,219.8501605618033,-60.8306446089676,-0.01,0.71,2.602988307940981e+17,-5.433694230523962e+17,-3.457055128207165e+17,HD 63433 d
71762,220.18159759368103,16.418389371459586,4.49,-0.002,-1.9239192754898772e+18,-2.388128076885849e+18,5.390226238002896e+17,HD 63433 d
71795,220.28766993471143,13.728212832134275,3.78,0.044,-9.895376996492257e+17,-1.6030484241283983e+18,9.585455618166048e+16,HD 63433 d
71832,220.4113894864113,8.16178636769921,4.86,0.992,-3.8331529626645883e+18,-4.028834010871418e+18,4.6458728103581523e+17,HD 63433 d
71860,220.4821002102136,-47.38836673522164,2.3,-0.154,-2.394725785063101e+18,-2.8098344047315384e+18,-4.1261491152315745e+18,HD 63433 d
71865,220.48970501866305,-37.79370954224012,4.01,-0.157,-1.4589069321206036e+18,-2.0114731299736315e+18,-2.078334898652589e+18,HD 63433 d
71908,220.62361488841532,-64.97674851620256,3.18,0.256,1.1337348063973984e+17,-6.697651852019269e+17,-7.679986846241633e+17,HD 63433 d
71957,220.76581786014552,-5.660406958902545,3.87,0.385,-1.5852500399788986e+17,-9.048802475721279e+17,-3.6624430077768314e+17,HD 63433 d
71995,220.85557796022923,26.5277355047292,4.8,1.672,-5.414060851611341e+18,-5.451428807983674e+18,3.4458568884662e+18,HD 63433 d
72010,220.9138206965509,-35.17487147657908,4.06,1.356,-9.236780630151273e+17,-1.569960193501953e+18,-1.4280919625922186e+18,HD 63433 d
72104,221.24676064758475,-35.19183959996502,4.92,0.013,-9.27210413223614e+17,-1.5853252446628132e+18,-1.4377936758775657e+18,HD 63433 d
72105,221.2463491799581,27.07436002539581,2.35,0.966,-1.0526659506333568e+18,-1.695317374106774e+18,5.937879728378529e+17,HD 63433 d
72125,221.3098127137013,16.96393111318873,4.6,0.972,-1.255213521810188e+18,-1.875926751063215e+18,3.123691173626673e+17,HD 63433 d
72220,221.5613851688845,1.8927358473644296,3.73,-0.005,-6.344453496550938e+17,-1.3374915623865938e+18,-2.691949170662259e+17,HD 63433 d
72370,221.96524794850464,-79.04485904851221,3.83,1.433,-2.7398728518553363e+17,-1.0248622380323622e+18,-4.129686436670253e+18,HD 63433 d
72571,222.5702762631062,-27.960799821040297,4.42,1.366,-1.6035479332876273e+18,-2.2567866474552824e+18,-1.6640748533249395e+18,HD 63433 d
72607,222.67554662046348,74.15558687970737,2.07,1.465,3.568809025385005e+16,-7.518155586693819e+17,8.416228335230451e+17,HD 63433 d
72622,222.7188816663204,-16.04225277811485,2.75,0.147,-2.3982766372660154e+17,-1.0065586346239195e+18,-5.1122766694727443e+17,HD 63433 d
72631,222.75506690942035,-2.300000879460618,4.93,0.988,-1.224410604628854e+18,-1.917462951606957e+18,-3.914633878758786e+17,HD 63433 d
72659,222.8485229547883,19.099969921613845,4.54,0.72,1.3263287205565989e+17,-6.632362553718999e+17,-2.417515434397397e+17,HD 63433 d
72683,222.9093619737036,-43.57554331327106,4.32,-0.154,-1.7708321851804288e+18,-2.4329080352514033e+18,-2.968173501391752e+18,HD 63433 d
73165,224.29515666974888,-4.347525091063288,4.47,0.318,-3.387828492347825e+17,-1.130084270324218e+18,-3.7468359285071834e+17,HD 63433 d
73199,224.3945434162968,65.93268361531601,4.63,1.59,-8.206879053960983e+17,-1.6039953430961134e+18,3.126540713920445e+18,HD 63433 d
73273,224.63270746313185,-43.13422352154373,2.68,-0.184,-2.2962935746088637e+18,-3.0697666189271716e+18,-3.6958160420068767e+18,HD 63433 d
73334,224.79018971268465,-42.10434055206632,3.13,-0.208,-2.4096783228864384e+18,-3.196322573558368e+18,-3.7291066131133317e+18,HD 63433 d
73473,225.24265879963104,-8.51896652777601,4.91,0.0,-1.7285296324708032e+18,-2.551820682364724e+18,-7.35806271618869e+17,HD 63433 d
73555,225.4861467288192,40.39036473215357,3.49,0.956,-8.292428129974118e+17,-1.654397790436398e+18,1.0316625199633636e+18,HD 63433 d
73568,225.52707351650133,25.007804065865983,4.8,1.506,-1.8841262420134188e+18,-2.730477255652567e+18,1.1288186573240136e+18,HD 63433 d
73620,225.724770621704,2.091391754702025,4.39,1.026,-9.348992954922355e+17,-1.7721654619707295e+18,-2.4606408415303062e+17,HD 63433 d
73695,225.94264567056973,47.65419038404019,4.83,0.647,9.147400772082685e+16,-7.209358893392442e+17,-1.846436175980045e+16,HD 63433 d
73714,226.01701825004145,-25.28227203200053,3.25,1.674,-1.4587964303229934e+18,-2.3277380798728315e+18,-1.4892054396604562e+18,HD 63433 d
73745,226.110063440524,26.947617739960304,4.52,1.24,-1.1865481880279252e+18,-2.0505819665859866e+18,7.629740120612275e+17,HD 63433 d
73807,226.27928743110093,-47.05139037541501,3.91,-0.144,-1.9392077821679196e+18,-2.8466397303578286e+18,-3.752448243929122e+18,HD 63433 d
73996,226.8266756743524,24.868070917338382,4.93,0.429,-1.0195608222560422e+17,-9.330894437247187e+17,-5.345407960988291e+16,HD 63433 d
74117,227.21072740248297,-45.28003712071673,4.07,-0.162,-1.5632134301027039e+18,-2.517145252084829e+18,-3.0432800823244554e+18,HD 63433 d
74376,227.98264198882444,-48.73814867552825,3.88,-0.029,-4.855535165166493e+17,-1.375500851650272e+18,-1.6059595771616064e+18,HD 63433 d
74392,228.05511526700585,-19.791934432164147,4.54,-0.071,-1.965142956665481e+18,-3.0240862784477327e+18,-1.5159139335868477e+18,HD 63433 d
74395,228.0699532288784,-52.09973559709703,3.41,0.918,-1.755441975087458e+17,-1.0329482294339116e+18,-1.177141051100416e+18,HD 63433 d
74449,228.20641899397705,-44.500566312196135,4.83,-0.177,-1.7669951998110559e+18,-2.8157048988673536e+18,-3.321700309386605e+18,HD 63433 d
74604,228.655418361308,-31.519108606877623,4.91,0.374,-5.799853189524512e+18,-7.435376453584334e+18,-5.949826794280202e+18,HD 63433 d
74666,228.8763774820333,33.314072988663185,3.46,0.961,-3.3113748845182355e+17,-1.225615846490475e+18,2.971742687651536e+17,HD 63433 d
74785,229.2510564821862,-9.38306018638255,2.61,-0.071,-6.992372459823268e+17,-1.662078618518374e+18,-5.5624776454718246e+17,HD 63433 d
74824,229.3772327945888,-58.80213982373059,4.07,0.088,-3.249004118963917e+16,-8.8984933148369e+17,-1.0914655608495703e+18,HD 63433 d
74837,229.4120769611825,-63.610406020331865,4.85,1.26,-7.451144050128963e+17,-1.722079891518579e+18,-3.47206025061687e+18,HD 63433 d
74857,229.45759323385025,-30.14870394682382,4.35,1.1,-1.3619363316336108e+18,-2.445121970229751e+18,-1.7728464989300209e+18,HD 63433 d
74911,229.633095373501,-47.87549753625691,4.27,-0.086,-9.189036324947372e+17,-1.935866870495857e+18,-2.349190073809652e+18,HD 63433 d
74946,229.7261680080568,-68.67976513273986,2.87,0.014,-1.3044377353245766e+17,-1.0099210912530659e+18,-1.9197873000045396e+18,HD 63433 d
75097,230.1817500751613,71.83413767223082,3.0,0.058,-6.314200715911744e+17,-1.6186265923430426e+18,4.008602602039134e+18,HD 63433 d
75141,230.3428338767516,-40.647683341730485,3.22,-0.227,-2.062411695860357e+18,-3.351130207323769e+18,-3.455028037614566e+18,HD 63433 d
75177,230.4507581837805,-36.261968126410686,3.57,1.534,-1.3099929260740877e+18,-2.4508085341903555e+18,-2.1363623387358292e+18,HD 63433 d
75206,230.53301034615183,-47.92870380402492,4.99,0.515,-1.7314770241905613e+17,-1.0757099407723748e+18,-1.0919634328107697e+18,HD 63433 d
75264,230.6700995047252,-44.68976053220021,3.37,-0.191,-1.8730517716873436e+18,-3.153043717534847e+18,-3.663476229780156e+18,HD 63433 d
75304,230.78880374617484,-36.85863669203557,4.54,-0.155,-2.6252894361100995e+18,-4.086121967889317e+18,-3.749821934446219e+18,HD 63433 d
75312,230.80229869152728,30.2865983987204,4.99,0.577,-3.773650586263072e+16,-9.149189839136495e+17,-1.960197390586688e+16,HD 63433 d
75323,230.8442196034392,-59.32103882094135,4.48,0.169,-1.277481688608574e+18,-2.437969230464202e+18,-4.456028318571879e+18,HD 63433 d
75379,231.04906057829984,-10.323315739198485,4.92,0.453,-3.417645384559518e+17,-1.2944196891958863e+18,-4.883531709657611e+17,HD 63433 d
75411,231.12133767578803,37.37774929924955,4.31,0.309,-2.950249756857247e+17,-1.2384250423160812e+18,3.8542344986580576e+17,HD 63433 d
75458,231.2322844144923,58.966184644255456,3.29,1.166,-3.620981699843533e+16,-9.189648704810135e+17,5.1893497014161043e+17,HD 63433 d
75501,231.3338356361172,-38.73371237861501,4.6,0.0,-1.4487803530564628e+18,-2.6856903612635105e+18,-2.523551626914127e+18,HD 63433 d
75695,231.9557837688806,29.10630003835709,3.66,0.319,-3.050849719592395e+17,-1.272774066231149e+18,2.1542365573611917e+17,HD 63433 d
76008,232.8523994147864,77.34938840016683,5.0,1.545,-7.651862158391163e+17,-1.904515394036354e+18,7.371243013340172e+18,HD 63433 d
76041,232.94563233624748,40.89922988570803,4.98,0.086,-1.5758271701869228e+18,-2.98280656739883e+18,2.352414792947037e+18,HD 63433 d
76127,233.23226921758985,31.35907196447144,4.14,-0.127,-1.22768832643861e+18,-2.5425760937194803e+18,1.2214008968097556e+18,HD 63433 d
76219,233.5467216366518,-10.06613897130268,4.61,1.0,-2.467864600403547e+17,-1.2379018755974472e+18,-4.655473671717691e+17,HD 63433 d
76267,233.67287745712304,26.714077885667184,2.22,0.032,-9.822052868256934e+16,-1.0391238177462408e+18,8390646070969280.0,HD 63433 d
76276,233.7001049152834,10.538888680633416,3.8,0.268,-8.798487863108188e+17,-2.103692713730942e+18,5.378484885145568e+16,HD 63433 d
76297,233.78505309763403,-41.166932534995134,2.8,-0.216,-2.1109532172124918e+18,-3.7897620863475026e+18,-3.8419064242217016e+18,HD 63433 d
76333,233.88204624884955,-14.789489140898358,3.91,1.007,-5.4515956323099526e+17,-1.6555378757159327e+18,-6.771331567268319e+17,HD 63433 d
