HIP ID,RAJ2000,DEJ2000,Gmag,Plx,Teff,PM,Absolute Magnitude
338,1.0673434438,66.34912866365,9.915233,0.9667,--,4.433,-0.15830840703555893
339,1.06881789608,-59.31519183823,8.553114,3.5376,9866.1,21.874,1.296657626173193
341,1.07749594096,-23.25396005919,9.187622,1.6616,4843.2,3.239,0.29025441763521265
342,1.07904715561,-20.56887399801,9.466019,8.386,6068.9,60.77,4.083793290337745
344,1.08364473881,40.10995392923,9.42012,0.9045,--,0.9,-0.7978371440208356
343,1.08246173262,-16.52903661857,5.500603,9.5289,--,78.027,0.39581684657943406
345,1.08465468162,-29.26882230307,6.372489,7.764,9174.2,28.922,0.8229166335816256
347,1.08873282998,54.27459126333,7.765633,2.4699,15334.3,9.104,-0.2709701493440848
346,1.08806517757,-53.90943445615,8.530388,5.7379,--,65.174,2.3241528755043843
348,1.0895923074,12.95729384243,8.445246,17.2621,5706.8,332.48,4.63071414082831
349,1.09544725114,-29.38157170137,7.756221,4.27,10952.0,19.274,0.9083603751251186
350,1.09913124861,-57.32269686853,10.008542,20.6324,4558.1,83.291,6.581290744357436
351,1.10366707607,-47.06804327902,9.557544,20.8798,--,294.791,6.156175672007356
353,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,1.11210490093,58.06868969955,10.210071,14.552,5066.0,437.641,6.024684430277135
354,1.12334854863,51.82929095836,8.950348,1.8546,4788.6,5.853,0.2915992772347433
355,1.12549480121,-10.50952191798,4.390705,1.6457,4309.2,13.254,-4.527541654304019
359,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,1.12726778412,-72.89731547829,7.223693,10.8031,6406.6,39.106,2.391434981004209
356,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,1.14788155537,-71.69500480477,8.453687,2.6646,4760.5,10.98,0.581847117786598
360,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,1.13951073514,-76.34649145429,8.663352,2.2303,5245.9,22.925,0.4051684219259304
362,1.15061121406,-19.43789318749,8.866352,2.2233,--,17.735,0.6013423399321454
363,1.15169795324,43.55131331618,7.071786,0.7254,--,3.964,-3.6253262437779226
365,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,1.15202438472,-15.88922929467,8.950436,2.1211,4527.9,12.664,0.5832417198209665
366,1.15250299218,-31.16905400618,8.563841,1.74,4769.0,12.47,-0.2334127585870025
369,1.15889773193,29.72227962751,9.065539,1.9323,5226.5,7.818,0.49591176937786763
367,1.155634106,-81.34531816163,9.073913,2.5468,10355.7,1.161,1.1038872059590208
370,1.15943841243,-51.58333030631,6.743237,3.0321,--,16.782,-0.8480453978977742
371,1.16038465618,-50.03592126418,10.545512,1.0731,--,16.248,0.6987129743431595
368,1.15612499519,2.93722767111,7.501493,3.5507,--,20.451,0.25306290072453486
372,1.16621268377,-70.40425885545,7.169578,4.6385,4888.8,86.961,0.5014658046674567
373,1.16598661599,-8.18495012593,8.213428,2.1451,--,18.284,-0.1293342856110158
374,1.16698714302,34.26512702851,7.373845,4.5822,--,35.211,0.6792152049312135
375,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,1.17814591383,17.06973677325,8.366675,7.6382,5685.8,74.16,2.7816301291542924
378,1.17193790965,14.96523374449,7.271775,9.4609,6536.0,42.735,2.1514372604666523
382,1.18810363318,-32.36104661439,8.973968,5.935,6913.2,22.997,2.841071616453048
377,1.17211640081,-71.43689009672,5.567911,5.5803,12152.1,32.999,-0.6988012626218545
384,1.19280718666,1.53689281677,8.10546,3.7435,--,29.601,0.9718491873202897
383,1.18888046667,0.05649789922,8.708163,5.1519,6354.6,9.069,2.268000123205132
385,NULL,NULL,NULL,NULL,NULL,NULL,NULL
386,1.20393835009,68.18869485114,9.040498,0.9304,24072.6,1.726,-1.116153491398041
381,1.18522614336,51.53383585229,8.712691,2.8993,--,11.96,1.024156777712653
379,1.1749220869,67.16644512108,5.396713,10.3544,4730.1,98.42,0.4723376908268673
387,1.20812973577,38.78621432994,8.325065,0.8858,--,5.418,-1.9382566202563005
388,1.21023395706,6.41665319387,9.079598,4.0162,7025.5,15.3,2.098674659048399
393,NULL,NULL,NULL,NULL,NULL,NULL,NULL
394,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,1.21173582543,50.23487222892,11.28945,0.1805,5080.4,4.915,-2.4281639687916154
389,1.21176534905,-29.63303912805,8.293102,4.2978,10195.7,19.56,1.4593330077113258
396,1.22460919433,-31.99665452429,7.422628,2.8798,4799.2,21.568,-0.28056036313518984
391,1.2116475658,43.97071840253,8.569127,8.0148,6842.3,97.276,3.0885904475617956
392,1.21671135808,30.08585268975,8.050384,10.1401,--,76.15,3.080595189796272
395,1.22221396652,-30.2566068984,8.307897,4.2341,9916.6,18.545,1.4417025543585495
397,1.22534739729,52.2489334898,8.706078,2.5152,10788.9,12.304,0.7089406217965681
398,1.22906571322,58.53216770281,6.643769,2.3424,17613.0,8.278,-1.5079257031085094
400,1.2346725429,23.26962939176,7.624367,37.9297,5251.8,382.739,5.519264038604934
401,1.23420201164,56.05695498096,8.019514,1.6957,4335.4,3.273,-0.8337408991614836
399,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402,1.23489692898,64.78142044972,8.032826,8.1187,6276.0,9.613,2.5802584688501273
405,1.23950963847,51.18064354219,7.793573,1.0938,--,2.87,-2.011737404806899
403,1.23715771311,-18.17873224844,8.851476,11.5109,5719.2,95.837,4.157022405183311
404,1.23968046176,45.67379252655,7.438472,13.6393,6039.0,68.01,3.112432409542791
406,1.24398670434,26.72526463851,7.645136,1.5432,--,22.917,-1.4127529268208603
407,1.24465351457,-70.21244196389,7.968244,22.5818,5699.5,109.872,4.737036783363404
408,1.2451252653,57.4687396779,7.966999,3.4697,--,22.057,0.668458630471723
410,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409,1.24609887618,-70.4924820282,8.297166,9.3872,6318.8,27.091,3.1598463543612825
411,1.25663158749,33.36001155504,9.287847,1.204,--,0.345,-0.30902056539097345
412,NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,1.26097373588,-36.01511979952,7.611795,19.6218,6022.8,219.336,4.075489223734032
415,1.26382409605,9.27996006052,8.844407,7.291,6546.3,29.993,3.1583424911767217
414,1.26224364865,-59.82812071398,8.407099,2.2409,--,6.552,0.1592113830385511
416,1.26466666231,1.03770870576,8.663323,8.9239,5557.8,120.006,3.416096474973209
417,1.26592812799,-0.50303572678,6.025777,6.9277,--,70.138,0.22872236273874336
418,1.27562866882,61.31397009099,5.775652,4.7337,12049.4,15.121,-0.84834434554653
422,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,1.2784987291,-42.56787349182,8.755153,5.456,5490.3,68.799,2.439524808242113
421,NULL,NULL,NULL,NULL,NULL,NULL,NULL
420,1.28122957342,-52.15173891947,7.402707,23.6517,5951.8,170.657,4.272018808685303
425,1.2908120877,-62.8452206826,7.998781,13.993,5852.8,65.919,3.728335170661869
423,1.28847210238,30.32903013715,7.701946,6.6244,6523.0,48.927,1.8076787424860745
426,1.29164383082,30.33122461875,9.295209,6.676,6290.2,51.332,3.4177906400360447
424,1.29065945245,45.22903077552,6.681997,6.3137,--,34.257,0.683416711157701
427,1.29159116553,-43.85082923846,8.436743,2.6941,--,45.256,0.5888115594629895
429,1.29242976947,2.39721009183,8.557081,11.2873,5800.1,59.274,3.820031340565329
428,1.29537166834,45.7865670709,9.08505,86.9299,3633.9,883.796,8.780895900169304
432,1.30418807325,35.57101302884,6.872339,10.3869,8160.5,37.334,1.9547687523290147
430,1.29275890532,-32.46867247833,6.808736,5.6173,--,92.047,0.5563740930903354
434,1.31385112128,-27.27170558107,8.8585,1.9981,--,138.436,0.36158609903290895
433,1.31188097709,3.00740783121,9.212626,1.8179,5037.4,11.922,0.5104759482177972
435,1.31375168264,-49.14214677941,9.19056,8.7762,6218.2,55.125,3.9070925588785475
431,1.30207253417,36.30367240379,7.979652,4.7666,--,29.581,1.3706955432711254
437,NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,1.32370251799,-67.8325897216,8.09102,61.0064,4398.8,572.589,7.0178969897165695
441,1.33319623489,-38.8571547581,6.686776,5.3849,5109.0,83.852,0.3426642133311528
440,1.33301772563,68.88443158738,7.069244,5.6327,10325.0,37.838,0.8228271057115357
443,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,1.333410728,-21.31533995991,8.367516,3.3452,--,24.888,0.9896264405637627
444,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,1.34027276958,-56.95565075665,7.408405,9.0322,8096.6,35.278,2.1873727280293735
448,1.34264568361,3.6060840976,6.621012,5.4887,4645.7,21.678,0.3183594693524725
447,1.3425299549,8.78780426473,7.977885,3.2044,4827.9,268.101,0.5066186153223251
449,1.34482035651,-33.49935878195,8.985791,8.5399,5474.9,35.423,3.6430549262187606
450,1.3499377733,28.54372509414,8.655005,2.4685,--,11.493,0.6171706577777485
451,1.35124373255,16.32900507305,8.530896,4.4072,6510.0,43.951,1.7517097968263258
452,1.35576194811,21.56940418579,9.708624,3.0526,6033.9,39.493,2.1319734994266657
453,1.35610661,-3.85167371071,7.301453,3.8082,4942.0,32.709,0.20505174348800104
454,1.36007587913,-14.42218903366,7.136458,4.6758,4855.7,41.737,0.4857376331141312
455,1.36500936857,76.29159668921,11.75584,--,--,--,NULL
456,1.36557625012,-37.30253581943,7.47428,4.6467,4562.9,47.236,0.8100031724327383
461,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,1.36855015516,-61.22585393029,8.657252,17.4316,5745.7,113.617,4.863938258349703
457,1.36674535921,-42.88738579838,6.214968,1.9869,--,13.95,-2.2941519511672483
460,1.37020944037,22.22449447432,8.926228,21.2562,5334.8,185.148,5.563656138533441
458,1.36767629696,-7.6654175291,6.447467,3.7201,4564.3,42.125,-0.6997599284608462
463,1.38325024393,-35.1297362569,9.183699,1.7776,4837.5,4.672,0.43286920798396267
462,1.37984284579,-9.61745750962,7.020907,20.1669,6355.3,114.49,3.5441027239928453
464,NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,1.39102622902,76.28581692734,8.164759,1.7007,--,10.637,-0.6821024414468386
466,1.39554326028,53.17169470929,6.90938,2.3067,--,15.999,-1.2756644218821558
467,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,1.40401195292,43.40142118976,8.293016,0.7185,30152.4,13.742,-2.424850137648777
469,1.4010738816,-51.26049030465,6.850828,2.8206,--,17.967,-0.8974644921405179
471,1.41189816881,-58.28953653263,8.681095,1.5279,--,7.396,-0.39843034552079715
468,1.39898394658,-61.30987105156,7.108544,4.546,4891.0,10.758,0.39669115694476087
472,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,1.4209253217,45.81209743086,8.25029,86.8003,--,903.277,7.942896130958463
474,1.4201939318,44.46867490512,8.324186,6.8004,7479.6,4.781,2.4868582934456036
475,1.42362916915,58.31325905067,8.074008,21.3341,5742.2,175.512,4.71937963220864
476,1.42484005519,13.39626813379,5.311919,8.526,5088.4,43.863,-0.034354358444433686
477,1.42898758053,-29.96062731138,9.847244,4.2289,7164.6,19.069,2.9783810779434514
478,1.42937062794,-22.50977573458,9.533362,2.2959,6118.1,37.358,1.3381268402455753
479,1.4301902416,25.61517153616,9.812387,1.2736,--,4.594,0.3375522519679688
480,1.43012986911,-15.36548240271,8.293482,3.6385,4742.7,17.803,1.0980938962873514
481,1.43356061272,-36.77864094118,9.98259,7.8385,5660.4,77.588,4.453754813390402
482,1.43519344991,17.84029383286,8.33347,8.2925,6484.3,59.181,2.9268974009576
483,1.43936916807,81.07147325872,9.187223,3.3789,9688.6,20.917,1.8310996941647435
484,1.44162786091,-19.67024631163,9.421956,2.1927,--,180.076,1.1268520830181767
485,1.44779998805,47.08728990318,8.46065,2.347,11153.6,5.828,0.3132154479929614
487,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,1.45710370988,-52.82006432245,9.240381,6.6167,6104.5,19.441,3.3435882212774066
490,1.46893659052,-41.75306805235,7.395556,25.7534,5861.6,124.216,4.4497288666457955
492,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,1.46590882467,2.76432263697,10.170055,13.2404,5376.5,150.543,5.779560527923495
493,1.4781193014,18.23500730621,7.318629,26.6978,5889.3,211.317,4.451006376630859
491,1.46997754766,12.52735939583,8.558608,2.8864,--,33.37,0.8603905793092395
497,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,1.46216555594,-68.5513665274,9.81417,7.8112,5934.0,69.007,4.277758788685474
494,1.47946345724,-68.81159493432,8.858594,13.054,5987.2,39.672,4.43731204179979
496,1.48638258975,24.56900555988,6.267824,3.7616,--,39.388,-0.8553129410956801
495,1.48113772823,18.075872609,8.946492,26.6376,4906.1,207.342,6.073967465533707
498,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,NULL,NULL,NULL,NULL,NULL,NULL,NULL
