RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz
0.3970285892647786,-77.06694152787097,4.78,1.254,1.682041434688316e+18,1.4319496426372317e+17,-5.067951323152494e+17
0.4904014456199904,-6.014356322842632,4.37,1.631,5.118569804217002e+18,1.7337137474262698e+17,1.1180469551863716e+18
0.9351634947056436,-17.33603777380153,4.55,-0.047,3.272577979136423e+18,1.735496858040469e+17,8.868528300844764e+17
1.1254483577273542,-10.50960501651364,4.99,1.619,1.6157182984744497e+19,4.335090969740465e+17,-1.2432058118711741e+18
1.3338632049942485,-5.70701159434312,4.61,1.029,2.4239219006361226e+18,1.681164313051603e+17,1.408486929576436e+18
2.0979786941863345,29.089311163474704,2.07,-0.038,2.016458788261015e+18,1.693342288126939e+17,1.9758746255110828e+18
2.301541226855566,59.1485382275658,2.28,0.38,1.4784725424255532e+18,1.505655245925225e+17,1.9717148248830812e+18
2.3538790103738108,-45.74866509811286,3.88,1.013,2.1386178649463567e+18,1.779430611811255e+17,5.799651542436577e+17
2.815470948633589,-15.469829762251422,4.89,0.487,1.7755442151512113e+18,1.67547967348619e+17,1.373918914783457e+18
3.309003624611514,15.183539225412067,2.83,-0.19,4.251280137682781e+18,3.15535190072513e+17,2.354911998426919e+18
3.651349762110293,20.20671469611751,4.79,1.572,4.1015055181808133e+18,3.2418972298662976e+17,2.594157441296744e+18
3.659869098740428,-18.93337307345101,4.44,1.64,5.614498825503697e+18,4.21397529656586e+17,1.6973030683839232e+16
4.27246884570513,38.68151251138633,4.61,0.059,3.0794671378201134e+18,2.79283711347036e+17,3.0267082926433966e+18
4.581332531646425,36.78493184413622,4.51,0.054,2.2804235597171727e+18,2.2537011811579494e+17,2.3289431188655585e+18
4.856877292524707,-8.82418171525453,3.56,1.214,3.9127352599801185e+18,3.692324133587366e+17,1.1089991975336467e+18
5.045400978171957,-64.86677022396391,4.23,0.576,1.3266436182264356e+18,1.4985857871410976e+17,1.289349775853717e+18
6.506998979947076,-77.25199889343968,2.82,0.618,1.2650372238216343e+18,1.457228109682355e+17,1.304418003214686e+18
6.551850407043493,-43.67960364597996,3.93,0.175,1.7360059547237962e+18,1.998548098995495e+17,1.0280769648067048e+18
6.573210640055541,-42.30841381553527,2.4,1.083,1.7524338998795459e+18,2.0194481053533526e+17,1.0364926189267442e+18
6.981908731192464,-33.00751365989108,4.86,1.634,5.531265382759041e+18,6.686074580998696e+17,-1.2957267729509693e+18
7.85555608308055,-48.80338041844083,4.76,0.018,2.2757870177026552e+18,2.8638609081334464e+17,3.054231373569124e+17
7.887358768042954,-62.958591552839344,4.36,-0.064,1.8095868911772608e+18,2.2240067063523008e+17,3.5235028398022554e+17
