Star HIP,RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz,pl_name
94643,288.885477763438,-25.256896828444383,4.86,0.569,2.1252820896070067e+18,-2.2920058129057897e+18,8.951442014136294e+17,HD 114082 b
94648,288.88493442485134,73.35618498819427,4.45,1.257,1.3435802815172508e+18,-6963829850609088.0,3.5869307907327524e+18,HD 114082 b
94703,289.054338865988,21.39038580259876,4.76,-0.058,3.8320139031452764e+18,-7.208012034349396e+18,5.370044396705065e+18,HD 114082 b
94713,289.0920584720896,38.13373923270202,4.35,1.258,3.0843083863715333e+18,-5.031645802186702e+18,6.720335972691322e+18,HD 114082 b
94779,289.27639755842097,53.36930498084739,3.8,0.95,1.4414666716315791e+18,-2.784354545307022e+17,3.161549251299493e+18,HD 114082 b
94820,289.4085910374857,-18.95298119362384,4.88,1.013,2.8043855404953277e+18,-4.1419744880582584e+18,5.807180305047434e+17,HD 114082 b
95066,290.1378864571501,-5.415457568730714,4.98,0.937,1.711516447629948e+18,-9.845078126062021e+17,2.0888332660619574e+18,HD 114082 b
95081,290.1672855416554,65.71481764656684,4.6,0.033,1.513268325370649e+18,-4.425746891136424e+17,4.163493344001198e+18,HD 114082 b
95168,290.4179668741606,-17.847044515420855,3.92,0.228,1.5944291644487337e+18,-6.496389293323104e+17,1.873390420581343e+18,HD 114082 b
95176,290.4317757544674,-15.95506069534552,4.52,0.079,6.523237030385386e+18,-1.3879583162692084e+19,-2.123415855261494e+18,HD 114082 b
95241,290.6596225422325,-44.45911892560055,3.96,-0.085,2.113389655125328e+18,-2.0128539401453908e+18,-2.808425958274752e+17,HD 114082 b
95294,290.8056364396801,-44.80014803362364,4.27,0.35,1.5425988184876884e+18,-4.9235024585604454e+17,1.301944462543272e+18,HD 114082 b
95347,290.97186480107365,-40.61677088005711,3.96,-0.105,1.6485689275384018e+18,-7.612714190479602e+17,1.1801495290019953e+18,HD 114082 b
95372,291.0316622058399,29.6214122026526,4.99,-0.12,3.498604770924721e+18,-5.569282786997526e+18,5.84912691356664e+18,HD 114082 b
95501,291.3763287064076,3.1153301962667896,3.36,0.319,1.384581289708933e+18,-6.32072785764505e+16,2.2521758846799572e+18,HD 114082 b
95585,291.6295322849052,0.3385542499764656,4.64,0.576,4.183295869300377e+19,-1.020648222493713e+20,2.87757737167897e+18,HD 114082 b
95771,292.1754173747444,24.664168876560502,4.44,1.502,2.1741453404621857e+18,-1.9828488729541056e+18,3.3970035122522163e+18,HD 114082 b
95853,292.42672839999864,51.730660124348006,3.76,0.148,1.4857301005706977e+18,-2.855277978108348e+17,3.1361312691832125e+18,HD 114082 b
95947,292.68028058924995,27.959642396670954,3.05,1.088,2.454182604766467e+18,-2.5946914240571464e+18,3.936489684044451e+18,HD 114082 b
96052,292.9430163393992,34.452943747757544,4.74,-0.15,3.1193765803370015e+18,-4.128235411477794e+18,5.583478480805266e+18,HD 114082 b
96100,293.10179628252354,69.64921491428647,4.67,0.786,1.236216544025972e+18,3.2094794117882675e+17,2.393232882188557e+18,HD 114082 b
96229,293.52377940815114,7.377872701842086,4.45,1.176,1.6259718169018424e+18,-5.732695442061412e+17,2.360716769042981e+18,HD 114082 b
96275,293.64549920381603,19.77341808837143,5.0,-0.093,3.384768755495238e+18,-4.5848038643315405e+18,4.173977980183005e+18,HD 114082 b
96341,293.8040426377075,-48.0994590366649,4.88,1.096,2.2274984920577024e+18,-1.9242805130447424e+18,-5.779000750720284e+17,HD 114082 b
96441,294.11047503766656,50.2229115184395,4.49,0.395,1.3618942807298048e+18,4.279638463421306e+16,2.667359175349549e+18,HD 114082 b
96465,294.17732606768635,-24.88378250399752,4.59,-0.075,1.8769402706231137e+18,-1.10340114619155e+18,1.4732599389848284e+18,HD 114082 b
96468,294.18033654016324,-1.286743622068233,4.36,-0.079,2.402909958827265e+18,-2.2746035406499054e+18,2.161087064169757e+18,HD 114082 b
96483,294.2227145039116,-7.027495729655505,4.93,-0.046,6.821369231772077e+18,-1.209046458242222e+19,5.41018644385204e+17,HD 114082 b
96683,294.844205584245,30.15356927429039,4.68,0.971,2.074272064047808e+18,-1.4846230436470408e+18,3.4187176076286715e+18,HD 114082 b
96757,295.0242416647638,18.01375482483404,4.39,0.777,3.0135094922368266e+18,-3.481355000216567e+18,3.611367041696206e+18,HD 114082 b
96837,295.2623122137879,17.47580799665639,4.39,1.041,3.0089175810222976e+18,-3.430156959245134e+18,3.552078197001469e+18,HD 114082 b
97118,296.0698150713747,37.35459678309179,4.89,0.948,2.1332468560816333e+18,-1.5052719175626988e+18,3.826609550540977e+18,HD 114082 b
97165,296.2440791165663,45.13114287487601,2.86,-0.002,1.7167243818333724e+18,-6.460082971307162e+17,3.3731833722823875e+18,HD 114082 b
97278,296.5650245657981,10.613240022489176,2.72,1.507,3.127709569573034e+18,-3.4536835824547103e+18,3.029113064623166e+18,HD 114082 b
97290,296.5896386570337,-19.76173082998888,4.87,1.061,2.0284055793980457e+18,-1.2533207868059305e+18,1.5710498411053788e+18,HD 114082 b
97295,296.6068577019706,33.72451168600804,5.0,0.476,1.4516988727643254e+18,-1.0078428493821568e+17,2.5837582568638336e+18,HD 114082 b
97365,296.84689346975574,18.53436245097772,3.68,1.313,3.0268506139249654e+18,-3.207757231796982e+18,3.5737432426027013e+18,HD 114082 b
97433,297.0447674341327,70.26819855302985,3.84,0.888,1.4234044925284035e+18,-3.636183545077286e+16,3.523065044409378e+18,HD 114082 b
97649,297.6995666426336,8.870973869915566,0.76,0.221,1.2848217691313969e+18,2.390385411668901e+17,2.2508690217208074e+18,HD 114082 b
97679,297.7672922779014,22.60993177161217,4.9,-0.153,3.7301398720984607e+18,-4.4049466340053453e+18,4.477481886868815e+18,HD 114082 b
97804,298.1182471886178,1.0056103173131044,3.87,0.63,6.442346996415034e+18,-9.410317409971053e+18,2.4211997284105907e+18,HD 114082 b
97886,298.3655690568928,24.07986349929077,4.57,-0.047,2.685984869822291e+18,-2.352248383054556e+18,3.61296459274858e+18,HD 114082 b
97938,298.562711970838,8.460893660334966,4.71,1.023,2.1262775180293143e+18,-1.3017528680196035e+18,2.51086716771756e+18,HD 114082 b
98032,298.81562172002816,-41.867933163836426,4.12,1.063,1.85437574555204e+18,-7.899711653860086e+17,1.0318141478196047e+18,HD 114082 b
98036,298.82862665472567,6.403452881173426,3.71,0.855,1.414626095564103e+18,9612077321881408.0,2.2735719640887194e+18,HD 114082 b
98055,298.90703367017016,52.43873451565658,4.91,0.124,2.0166236900617723e+18,-1.0793983396487923e+18,4.3910488495064556e+18,HD 114082 b
98066,298.96138893079325,-26.29899457883389,4.7,0.748,1.5306398930373842e+18,-1.9800387412256294e+17,1.9011176908023014e+18,HD 114082 b
98068,298.9656890901291,38.48670950652181,4.95,-0.086,5.528255790336649e+18,-7.419988043694394e+18,9.312545977727148e+18,HD 114082 b
98073,298.98062266376354,58.845825640512174,4.98,1.584,3.39071319487594e+18,-3.5558870069440205e+18,9.664969562300705e+18,HD 114082 b
98110,299.076263983968,35.08323387862571,3.89,1.019,1.7363511575104842e+18,-5.652392367127766e+17,2.984330961786118e+18,HD 114082 b
98162,299.2368708343947,-27.170001665066696,4.54,1.462,6.177967188652017e+18,-8.494386925052794e+18,-2.992269593517135e+18,HD 114082 b
98337,299.68975082226297,19.492303066426828,3.51,1.571,2.422668223389195e+18,-1.7456540364307497e+18,3.091643507658257e+18,HD 114082 b
98353,299.73859263522155,-26.195597087533084,4.84,0.882,2.645592072566501e+18,-2.1316694477435896e+18,8.045263708942144e+17,HD 114082 b
98412,299.934128307078,-35.27647844381324,4.37,-0.15,3.5927001464205793e+18,-3.756706700749988e+18,-1.1487433052178455e+18,HD 114082 b
98495,300.1500238766231,-72.91140702666938,3.97,-0.032,1.360137634714006e+18,1.2272050821980557e+17,1.2665877053267456e+18,HD 114082 b
98543,300.27565219427424,27.75359892639761,4.66,0.184,2.150401559510233e+18,-1.2296911028130893e+18,3.205897447230592e+18,HD 114082 b
98608,300.4367033161705,-59.37607835117056,4.95,1.356,2.2708281121707238e+18,-1.4243237715712486e+18,-1.30465979081104e+18,HD 114082 b
98688,300.66475309989374,-27.70974613632756,4.43,1.64,3.125772703980454e+18,-2.849921863647144e+18,2.5546519019932774e+17,HD 114082 b
98702,300.7047695101391,67.87389368052594,4.51,1.313,1.9518976015298673e+18,-8.681330165536243e+17,5.7905858408493e+18,HD 114082 b
98761,300.8899778889258,-37.94128636576726,4.77,1.417,2.7639250428073206e+18,-2.2163463325660552e+18,-1.304572979400978e+17,HD 114082 b
98842,301.0819848131977,-32.05636975424604,4.99,1.208,2.5553680384004116e+18,-1.850748688163974e+18,5.96787266311529e+17,HD 114082 b
99120,301.84633956007764,-52.88074567499861,4.93,1.591,4.990993715884356e+18,-5.706135505226068e+18,-7.237050818990456e+18,HD 114082 b
99240,302.2023250756906,-66.18984054411322,3.55,0.751,1.2524819519867868e+18,3.134880050649455e+17,2.0539727430302203e+18,HD 114082 b
99255,302.2226377619925,77.71158258493557,4.38,-0.046,1.5631717884174546e+18,-1.7939646639366394e+17,5.250491892756873e+18,HD 114082 b
99303,302.3567730688055,36.83971067304426,4.93,-0.139,4.699214962501987e+18,-5.126378852446359e+18,7.108011136294325e+18,HD 114082 b
99473,302.8264336028683,-0.8214193668269063,3.24,-0.066,2.684281948059858e+18,-1.9044524616385628e+18,2.1874553580580736e+18,HD 114082 b
99639,303.32535711009115,46.81568834724094,4.8,0.1,3.761728400323419e+18,-3.500078667762641e+18,7.171390672349991e+18,HD 114082 b
99655,303.35019962759185,56.56828797015038,4.28,0.114,1.6484673291094646e+18,-2.8542016551334413e+17,3.429183469958062e+18,HD 114082 b
99675,303.40798487866107,46.741341578147086,3.8,1.27,6.043079075408674e+18,-6.946723588245851e+18,1.1551003840667503e+19,HD 114082 b
99742,303.56964390955073,15.198007400715351,4.94,0.072,1.9871595224384796e+18,-7.902793392040566e+17,2.607252753226165e+18,HD 114082 b
99770,303.63406516059183,36.80677463890548,4.93,0.151,1.7734626482905306e+18,-4.6620824892569254e+17,2.984997858797582e+18,HD 114082 b
99824,303.8162834837329,25.59192251111471,4.79,-0.181,6.906139505127421e+18,-8.12280441874753e+18,7.126778434855578e+18,HD 114082 b
99848,303.8680463900532,47.71421647139638,3.96,1.451,5.147338646217933e+18,-5.485690016114291e+18,9.991058793087021e+18,HD 114082 b
99874,303.9419608684741,27.814282215055524,4.5,1.258,2.7449972292425477e+18,-1.899962418476658e+18,3.674906951959816e+18,HD 114082 b
100027,304.4121125204109,-12.50820704621772,4.3,0.928,4.796100631649977e+18,-4.854299188060137e+18,8.194406958682304e+17,HD 114082 b
100044,304.4466434728382,38.032883055892334,4.77,0.377,2.7650000385376834e+19,-3.816660136872563e+19,3.878707060172217e+19,HD 114082 b
100064,304.5139995258313,-12.544832225918825,3.58,0.883,1.7806304576131446e+18,-4.4915448141162266e+17,2.0030608830085775e+18,HD 114082 b
100310,305.1660114192151,-12.759180211701109,4.77,-0.047,2.658787779014649e+18,-1.675760273003628e+18,1.657537286787329e+18,HD 114082 b
100345,305.2531596476002,-14.7812708625812,3.05,0.79,3.0285051679722854e+18,-2.1922170735187182e+18,1.3959540351123197e+18,HD 114082 b
100453,305.5571131063451,40.25667284350132,2.23,0.673,7.611012003590612e+18,-8.574416254940587e+18,1.1544307122035683e+19,HD 114082 b
100587,305.965376176218,32.190131989859154,4.43,1.331,2.4129265644035174e+18,-1.277255969779804e+18,3.5136774086886103e+18,HD 114082 b
