Star HIP,RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz,pl_name
72104,221.24676064758475,-35.19183959996502,4.92,0.013,-1.3759572544822769e+18,-8.580900614141932e+17,-9.688277097493537e+17,AU Mic b
72105,221.2463491799581,27.07436002539581,2.35,0.966,-1.5014127918920197e+18,-9.680821908581542e+17,1.0627539389660649e+18,AU Mic b
72125,221.3098127137013,16.96393111318873,4.6,0.972,-1.703960363068851e+18,-1.1486915678145953e+18,7.813350834908795e+17,AU Mic b
72220,221.5613851688845,1.8927358473644296,3.73,-0.005,-1.0831921909137567e+18,-6.10256379137974e+17,1.997710490619862e+17,AU Mic b
72370,221.96524794850464,-79.04485904851221,3.83,1.433,-7.227341264441965e+17,-2.9762705478374234e+17,-3.6607204705420406e+18,AU Mic b
72571,222.5702762631062,-27.960799821040297,4.42,1.366,-2.0522947745462902e+18,-1.5295514642066627e+18,-1.1951088871967276e+18,AU Mic b
72607,222.67554662046348,74.15558687970737,2.07,1.465,-4.130587510048128e+17,-2.458037542076211e+16,1.3105887996512573e+18,AU Mic b
72622,222.7188816663204,-16.04225277811485,2.75,0.147,-6.885745049852644e+17,-2.7932345137529965e+17,-4.226170081906234e+16,AU Mic b
72631,222.75506690942035,-2.300000879460618,4.93,0.988,-1.673157445887517e+18,-1.1902277683583373e+18,7.750257825233349e+16,AU Mic b
72659,222.8485229547883,19.099969921613845,4.54,0.72,-3.16113969203003e+17,6.399892787671997e+16,2.272144226884724e+17,AU Mic b
72683,222.9093619737036,-43.57554331327106,4.32,-0.154,-2.2195790264390917e+18,-1.7056728520027835e+18,-2.4992075352635397e+18,AU Mic b
73165,224.29515666974888,-4.347525091063288,4.47,0.318,-7.875296904934454e+17,-4.0284908707559814e+17,9.428237327749376e+16,AU Mic b
73199,224.3945434162968,65.93268361531601,4.63,1.59,-1.2694347466547612e+18,-8.767601598474936e+17,3.5955066800486574e+18,AU Mic b
73273,224.63270746313185,-43.13422352154373,2.68,-0.184,-2.7450404158675267e+18,-2.342531435678552e+18,-3.226850075878664e+18,AU Mic b
73334,224.79018971268465,-42.10434055206632,3.13,-0.208,-2.8584251641451013e+18,-2.469087390309748e+18,-3.260140646985119e+18,AU Mic b
73473,225.24265879963104,-8.51896652777601,4.91,0.0,-2.177276473729466e+18,-1.8245854991161042e+18,-2.668403054906569e+17,AU Mic b
73555,225.4861467288192,40.39036473215357,3.49,0.956,-1.2779896542560748e+18,-9.271626071877783e+17,1.5006284860915756e+18,AU Mic b
73568,225.52707351650133,25.007804065865983,4.8,1.506,-2.3328730832720814e+18,-2.0032420724039475e+18,1.5977846234522255e+18,AU Mic b
73620,225.724770621704,2.091391754702025,4.39,1.026,-1.3836461367508984e+18,-1.0449302787221097e+18,2.2290188197518147e+17,AU Mic b
73695,225.94264567056973,47.65419038404019,4.83,0.647,-3.57272833537836e+17,6299293909375680.0,4.5050160436841165e+17,AU Mic b
73714,226.01701825004145,-25.28227203200053,3.25,1.674,-1.9075432715816563e+18,-1.6005028966242115e+18,-1.0202394735322442e+18,AU Mic b
73745,226.110063440524,26.947617739960304,4.52,1.24,-1.6352950292865882e+18,-1.3233467833373668e+18,1.2319399781894395e+18,AU Mic b
73807,226.27928743110093,-47.05139037541501,3.91,-0.144,-2.3879546234265825e+18,-2.1194045471092086e+18,-3.2834822778009093e+18,AU Mic b
73996,226.8266756743524,24.868070917338382,4.93,0.429,-5.5070292348426714e+17,-2.0585426047609888e+17,4.155118865183292e+17,AU Mic b
74117,227.21072740248297,-45.28003712071673,4.07,-0.162,-2.0119602713613668e+18,-1.7899100688362094e+18,-2.574314116196243e+18,AU Mic b
74376,227.98264198882444,-48.73814867552825,3.88,-0.029,-9.343003577753121e+17,-6.482656684016522e+17,-1.1369936110333944e+18,AU Mic b
74392,228.05511526700585,-19.791934432164147,4.54,-0.071,-2.4138897979241436e+18,-2.2968510951991132e+18,-1.0469479674586358e+18,AU Mic b
74395,228.0699532288784,-52.09973559709703,3.41,0.918,-6.242910387674086e+17,-3.0571304618529165e+17,-7.081750849722038e+17,AU Mic b
74449,228.20641899397705,-44.500566312196135,4.83,-0.177,-2.2157420410697188e+18,-2.0884697156187336e+18,-2.8527343432583926e+18,AU Mic b
74604,228.655418361308,-31.519108606877623,4.91,0.374,-6.248600030783175e+18,-6.708141270335714e+18,-5.48086082815199e+18,AU Mic b
74666,228.8763774820333,33.314072988663185,3.46,0.961,-7.798843297104864e+17,-4.9838066324185517e+17,7.661402348933658e+17,AU Mic b
74785,229.2510564821862,-9.38306018638255,2.61,-0.071,-1.1479840872409896e+18,-9.348434352697539e+17,-8.72817984189704e+16,AU Mic b
74824,229.3772327945888,-58.80213982373059,4.07,0.088,-4.812368824483021e+17,-1.626141482350702e+17,-6.224995947213581e+17,AU Mic b
74837,229.4120769611825,-63.610406020331865,4.85,1.26,-1.1938612462715592e+18,-9.948447082699592e+17,-3.0030942844886574e+18,AU Mic b
74857,229.45759323385025,-30.14870394682382,4.35,1.1,-1.8106831728922737e+18,-1.717886786981131e+18,-1.303880532801809e+18,AU Mic b
74911,229.633095373501,-47.87549753625691,4.27,-0.086,-1.3676504737534e+18,-1.208631687247237e+18,-1.88022410768144e+18,AU Mic b
74946,229.7261680080568,-68.67976513273986,2.87,0.014,-5.791906147911205e+17,-2.82685908004446e+17,-1.4508213338763277e+18,AU Mic b
75097,230.1817500751613,71.83413767223082,3.0,0.058,-1.0801669128498373e+18,-8.913914090944228e+17,4.4775685681673467e+18,AU Mic b
75141,230.3428338767516,-40.647683341730485,3.22,-0.227,-2.51115853711902e+18,-2.6238950240751493e+18,-2.9860620714863534e+18,AU Mic b
75177,230.4507581837805,-36.261968126410686,3.57,1.534,-1.7587397673327506e+18,-1.7235733509417354e+18,-1.6673963726076173e+18,AU Mic b
75206,230.53301034615183,-47.92870380402492,4.99,0.515,-6.21894543677719e+17,-3.48474757523755e+17,-6.229974666825577e+17,AU Mic b
75264,230.6700995047252,-44.68976053220021,3.37,-0.191,-2.3217986129460065e+18,-2.4258085342862275e+18,-3.1945102636519434e+18,AU Mic b
75304,230.78880374617484,-36.85863669203557,4.54,-0.155,-3.0740362773687624e+18,-3.358886784640697e+18,-3.2808559683180063e+18,AU Mic b
75312,230.80229869152728,30.2865983987204,4.99,0.577,-4.864833471212936e+17,-1.876838006650297e+17,4.493639922223452e+17,AU Mic b
75323,230.8442196034392,-59.32103882094135,4.48,0.169,-1.7262285298672369e+18,-1.7107340472155825e+18,-3.9870623524436664e+18,AU Mic b
75379,231.04906057829984,-10.323315739198485,4.92,0.453,-7.905113797146147e+17,-5.671845059472665e+17,-1.938720483754899e+16,AU Mic b
75411,231.12133767578803,37.37774929924955,4.31,0.309,-7.437718169443876e+17,-5.111898590674612e+17,8.543894159940178e+17,AU Mic b
75458,231.2322844144923,58.966184644255456,3.29,1.166,-4.8495665825709824e+17,-1.9172968723239366e+17,9.879009362698225e+17,AU Mic b
75501,231.3338356361172,-38.73371237861501,4.6,0.0,-1.8975271943151258e+18,-1.9584551780148908e+18,-2.054585660785915e+18,AU Mic b
75695,231.9557837688806,29.10630003835709,3.66,0.319,-7.538318132179023e+17,-5.4553888298252934e+17,6.843896218643313e+17,AU Mic b
76008,232.8523994147864,77.34938840016683,5.0,1.545,-1.2139330570977792e+18,-1.1772802107877343e+18,7.840208979468384e+18,AU Mic b
76041,232.94563233624748,40.89922988570803,4.98,0.086,-2.0245740114455857e+18,-2.2555713841502106e+18,2.8213807590752497e+18,AU Mic b
76127,233.23226921758985,31.35907196447144,4.14,-0.127,-1.6764351676972728e+18,-1.8153409104708605e+18,1.6903668629379676e+18,AU Mic b
76219,233.5467216366518,-10.06613897130268,4.61,1.0,-6.955333012990176e+17,-5.106666923488272e+17,3418598956443008.0,AU Mic b
76267,233.67287745712304,26.714077885667184,2.22,0.032,-5.4696736994123226e+17,-3.1188863449762086e+17,4.773566121991814e+17,AU Mic b
76276,233.7001049152834,10.538888680633416,3.8,0.268,-1.3285956275694817e+18,-1.3764575304823222e+18,5.227508149796678e+17,AU Mic b
76297,233.78505309763403,-41.166932534995134,2.8,-0.216,-2.5597000584711547e+18,-3.0625269030988826e+18,-3.372940458093489e+18,AU Mic b
76333,233.88204624884955,-14.789489140898358,3.91,1.007,-9.939064044896581e+17,-9.283026924673129e+17,-2.081671905986197e+17,AU Mic b
76371,233.97166890141176,-44.95853684002394,4.55,-0.175,-1.8830228285435866e+18,-2.154498947554306e+18,-2.7437017683679734e+18,AU Mic b
76440,234.18051348130143,-66.31741353056547,4.11,1.161,-6.535799960821668e+17,-4.691645024803499e+17,-1.7131011292256755e+18,AU Mic b
76470,234.25593752031745,-28.135103393398044,3.6,1.361,-1.1213244798809012e+18,-1.1208955190428329e+18,-7.086182568753208e+17,AU Mic b
76552,234.5119773081538,-42.56696038043715,4.34,1.412,-1.1026398416871982e+18,-1.10718668263377e+18,-1.3114268269251395e+18,AU Mic b
76600,234.6638645157684,-29.77793640863821,3.66,-0.177,-2.2861755851589683e+18,-2.7838613449475615e+18,-1.9311448898648878e+18,AU Mic b
76669,234.84433846493909,36.63576704047324,4.64,-0.103,-2.2421938299842378e+18,-2.741398742226552e+18,2.8320345899304346e+18,AU Mic b
76705,234.941625643624,-34.41202026990346,4.66,0.964,-1.270697395186037e+18,-1.3675856200639624e+18,-1.1496406673083167e+18,AU Mic b
76742,235.0702799977499,-23.81813455885376,4.97,1.302,-2.0633231515428275e+18,-2.5100280261247104e+18,-1.297885310096637e+18,AU Mic b
76829,235.29577440506435,-44.663032544258265,4.64,0.413,-3.9176282737499584e+17,-1.1919166748801382e+17,-2.2037049548996275e+17,AU Mic b
76852,235.3872928905694,19.67010325978371,4.51,0.062,-1.1454825418160132e+18,-1.212333377533772e+18,7.716273898578732e+17,AU Mic b
76880,235.48641613585264,-19.6795456447121,4.75,1.574,-2.190357260155442e+18,-2.73709165381281e+18,-1.113894649728427e+18,AU Mic b
76945,235.6707167349475,-34.71061652146322,4.75,-0.151,-1.9089342516147873e+18,-2.345302745679958e+18,-1.972845506084264e+18,AU Mic b
76952,235.6848243869255,26.295986168212675,3.81,0.02,-8.666375759971697e+17,-8.195664887828065e+17,7.676635546963917e+17,AU Mic b
77055,236.0153168331813,77.79447575416474,4.29,0.038,-5.930068645399232e+17,-4.263571550637392e+17,3.6341874696516234e+18,AU Mic b
77070,236.06791061894705,6.425930627064599,2.63,1.167,-5.5718649735520474e+17,-3.7435119617963936e+17,2.3710425950877274e+17,AU Mic b
77233,236.5473906402622,15.421541494485512,3.65,0.073,-9.423646757929219e+17,-9.677902564606707e+17,5.4462151434591763e+17,AU Mic b
